id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,description,directors,main_characters
781973,Burrow,0.0,0,Released,2013-12-31,0,17,False,,0,,tt3411278,en,Burrow,"At a prestigious Beijing university, Weichen prepares for his first sexual encounter under the pressures of inflated expectation and nightmarish anxieties surrounding his mother. Set within the world of the post-'90s generation of Chinese youth, BURROW is a dark coming-of-age story about the paralyzing nature of self-doubt about the primal responses we have to our fear of failure.",0.6,,,Drama,,"Australia, China",Mandarin,,"At a prestigious Beijing university, Weichen prepares for his first sexual encounter under the pressures of inflated expectation and nightmarish anxieties surrounding his mother. Set within the world of the post-90s generation of ...",Natalie Erika James,"Jing Xuan Chan, Simon Gu, Nan Hong"
781974,The Light Unseen,0.0,0,Released,1914-06-01,0,0,False,,0,,tt0004225,en,The Light Unseen,"A girl marries a wealthy pawnbroker in order to get money for her poor lover, who is an artist. When the pawnbroker dies, his son forces the girl to marry him, but he is killed and she marries the artist. Various problems arise after their marriage, but eventually they are happy together.",0.6,,,,,United States of America,No Language,silent film,"A girl marries a wealthy pawnbroker in order to get money for her poor lover, who is an artist. When the pawnbroker dies, his son forces the girl to marry him, but he is killed and she marries the artist. Various problems arise af...",Stanner E.V. Taylor,Marion Leonard
781978,Debbie Does Dallas 4,0.0,0,Released,1988-01-01,0,112,True,,0,,tt0135367,en,Debbie Does Dallas 4,"Debbie Does Dallas, the series, continues with its best addition yet. Dana Lynn, one of the hottest sex driven nymphos ever to hit the adult screen, gives it her all to please fans and athletes alike.",0.876,/fokoHVlzroGV5zMGONppOZQK0iM.jpg,,,,,English,"cheerleader, dallas texas",,Ron Jeremy,"Kim Angeli, Doreen Belmont, Jon Dough"
781983,Collateral Damages,0.0,0,Released,2003-06-21,0,67,False,,0,,tt0368656,en,Collateral Damages,An intimate look at the emotional and psychological impact of September 11 on New York firefighters in the year after the attack on the World Trade Center.,0.6,/axXnjNZrolItKy8DHMZ34v8r5fJ.jpg,,Documentary,,United States of America,English,,An intimate look at the emotional and psychological impact of September 11 on New York firefighters in the year after the attack on the World Trade Center.,Étienne Sauret,"Jack Butler, Pete Romeo, Philip Ruvolo"
781987,Creature Feature: 60 Years of the Gill-Man,0.0,0,Released,2014-10-01,0,0,False,,0,,tt5161722,en,Creature Feature: 60 Years of the Gill-Man,"This movie documents the era surrounding the creation, marketing and distribution of the influential horror film, ""Creature From the Black Lagoon,"" and the two sequels that followed. Flash forward 60 years later, and we see how the legion of fans continue to grow for this classic horror character, and how the movie is still relevant today.",0.6,/krroqJ7prUyZllfoQYJlmLRdzu9.jpg,,,,,,,"This movie documents the era surrounding the creation, marketing and distribution of the influential horror film, &quot;Creature From the Black Lagoon,&quot; and the two sequels that followed. Flash forward 60 years later, and we see how th...",Matthew Crick,"Julie Adams, Bob Burns, Ben Chapman"
781994,There's Nothing You Can Do,0.0,0,Released,2021-04-07,0,26,False,,3500,,tt13241292,en,There's Nothing You Can Do,"On the biggest day of his career, a scheming street photographer runs from debt collectors, chases an ex-girlfriend, and tries to turn his bad luck around.",0.6,/c5wxcPByYl7YMTXDwN6xPrdxSIN.jpg,,Drama,Scanlon Filmworks,,"English, French",,"On the biggest day of his career, a scheming street photographer runs from debt collectors, chases an ex-girlfriend, and tries to turn his bad luck around.",Ryan Terk,"Ryan Terk, Jessica Barbusci, Conrad Leber"
781995,"Snow Day, Bloody Snow Day",0.0,0,Released,,0,0,False,,0,,tt0464203,en,"Snow Day, Bloody Snow Day","When an unexpected snowstorm strikes Seattle, the dead rise from their graves to prey on the city's helpless citizens. From the confines of their living room, a group of unlikely heroes emerge to stop the flesh hungry hordes, only to discover that zombies aren't the only evil they are up against.",0.6,/oW6qFMuh7W6AXbTRYM84RDYKz2F.jpg,,Horror,,,,,"When an unexpected snowstorm strikes Seattle, the dead rise from their graves to prey on the city&apos;s helpless citizens. From the confines of their living room, a group of unlikely heroes emerge to stop the flesh hungry hordes, only...","Jessica Baxter, Faye Hoerauf","Justin Alley, Andy McCone, Zach Adair"
781783,Mr. Jinnah: The Making of Pakistan,0.0,0,Released,1997-10-20,0,90,False,/agrP4h0K307CCPBjKNn8Azl8v2T.jpg,0,,tt0246792,en,Mr. Jinnah: The Making of Pakistan,The creator of Pakistan has long been a controversial figure. The film tries to unravel his personality with interviews and footage never before aired.,0.6,/cbvnus7IpdGX8fnkAKtjZnY2xlU.jpg,,Documentary,Café Productions,Pakistan,English,,The creator of Pakistan has long been a controversial figure. The film tries to unravel his personality with interviews and footage never before aired.,Christopher Mitchell,"Muhammad Ali Jinnah, Phil Reynolds"
781770,Mokus,0.0,0,Released,2000-03-31,0,110,False,,0,,tt0415164,sl,Mokuš,"Catholic priest Jon Urski has broken the rules. As a result he has to go to Mokus, an abandoned parish in the middle of a marsh which has been without a spiritual leader since the mysterious death of the previous parish priest Janos Talaber. Jon Urski is resolved to rebuild, with the help of the villagers, the ruined church at Mokus. But the people are afraid that restoring the church will arouse pagan demons. The wild waters are beginning to rise... Water is pouring into the restored church from all sides and begins to erase the border between reality and the dreams.",0.6,/e3xFUW8fFkPkJI2bUxmLPgd0XRS.jpg,,Fantasy,"Pegaz Film, RTV Slovenija",Slovenia,Slovenian,,"Catholic priest Jon Urski has broken the rules, so he is sent to Mokus, an abandoned parish in the middle of a marsh that has been without a spiritual leader since the mysterious death of the previous parish priest, Janos Talaber....",Andrej Mlakar,"Ludvik Bagari, Silvo Bozic, Boris Juh"
781771,Short Circuits,0.0,0,Released,2013-07-26,0,78,False,,0,,tt3371698,hr,Kratki spojevi,"Matea is a twelve-year-old whiner who hopes her birthday party will make her more popular at school. Nera is a girl at a crossroads in life. An incident in front of a shopping mall could give her a new perspective on things. Miran is a new husband, son-in-law, and a father-to-be who is simply trying to move his things to a new apartment with the help of neighbors who start giving him a hard time. Three neighbors on the verge of a breakdown on a winter's night.",0.619,/mJUiUodK5iTzkm03iWBSwdgv7Wz.jpg,,"Comedy, Drama",Kinematograf,Croatia,Croatian,,Matea is a twelve-year-old whiner who hopes her birthday party will make her more popular at school. Nera is a girl at a crossroads in life. An incident in front of a shopping mall could give her a new perspective on things. Miran...,"Dario Jurican, Hana Jusic, Andrija Mardesic","Marija Piliskic, Daria Lorenci Flatz, Rakan Rushaidat"
781774,Tumbledown,0.0,0,Released,2001-03-15,0,0,False,,0,,tt11597404,ar,كرسى فى الكلوب,"Shadia prepares to get married to Saeed. An earthquake shakes Cairo and the house collapses. Saeed runs away from danger and his friend, a singer, rescues Shadia.",0.6,/9cR7t5MBI1ld7ZGCamMtq5BeQG8.jpg,,,,,Arabic,,"Shadia prepares to get married to Saeed. An earthquake shakes Cairo and the house collapses. Saeed runs away from danger and his friend, a singer, rescues Shadia.",Sameh El Bagoury,"Lucy, Medhat Saleh, Salah Abdullah"
781788,Teachers,0.0,0,Released,2021-01-08,0,77,False,,0,,tt9802538,en,Teachers,"Agnes, an undercover police woman become a sport teacher in school and team up with Meg, a school teacher to catch a drug dealer in the school",1.184,/kafel59PMOTykWEIAJDHmFCYF6U.jpg,BAD TEACHER OR GOOD TEACHER?,"Action, Comedy",SAS Films,Indonesia,Indonesian,,"Agnes goes undercover as a teacher. Partnered with Meg, they must take down a drug kingpin who uses their school as their operation base and win the inter-class soccer competition.",Sarjono Sutrisno,"Sani Adhitama, Aek Bewava, Kevin Bzezovski"
781789,Puyal Kadantha Bhoomi,0.0,0,Released,1984-01-01,0,137,False,,0,,tt3323834,ta,புயல் கடந்த பூமி,"Three young men return to their village to take revenge against the leader who sent them to jail. However, after meeting their family, they change their minds and set out to save the village.",0.84,,,,,India,Tamil,,,Visu,"Anuradha, Archana, Karthik"
781790,Mag ik even?,0.0,0,Released,2020-12-31,0,57,False,,0,,tt13765192,nl,Mag ik even?,End-of-year conference in which Kamal fillets 2020.,0.6,/lvn8I27htLr492umRA0ftWn78PR.jpg,,Comedy,LiveComedy.be,Belgium,Dutch,stand-up comedy,,Kamal Kharmach,Kamal Kharmach
781799,Bliss,0.0,0,Released,,0,5,False,,0,https://vimeo.com/383916986,tt13735882,en,Bliss,"Walter faces the reality of his relationship with love, Linda.",0.626,/a2z18kTzEUUOzzbpjjbLxS5U3a9.jpg,,Drama,,,English,,,Fabio Rothlin,"Veon Henriques, James Mcintosh, Anna Voetsch"
781807,Quema el suelo,0.0,0,Released,1952-01-21,0,0,False,,0,,tt0043948,es,Quema el suelo,,0.878,/miaujbhVcG5SfgXpFTsSp60JcEN.jpg,,Drama,Hesperia Films,Spain,Spanish,,,Luis Marquina,"Annabella, Tomás Blanco, Rafael Calvo"
781747,10 Days That #Rekt Eugene Muller,0.0,0,Released,2017-01-26,0,18,False,/6h2TCiqz7Fy1Lqfy9A3zctP4b1V.jpg,2500,,tt7360298,en,10 Days That #Rekt Eugene Muller,"In Thessaloniki, the summer of 2015, during the time of the referendum and the capital controls, Eugene Muller is trying to throw the first Greek party of the American Day of Independence.",0.6,/h95FNyncOVvQWD72xbDOAvLzPrr.jpg,,Comedy,Film School of the Aristotle University of Thessaloniki,Greece,"English, Greek","mockumentary, found footage, short film","In Thessaloniki, the summer of 2015, during the time of the referendum and the capital controls, Eugene Muller is trying to throw the first Greek party of the American Day of Independence.","Tasos Grammatosis, Yiannis Sykovaris","Christos Eziroglou, Katerina Giannoglou, Enes Achmet Kechagia"
781730,The Hillside Stranglers,0.0,0,Released,2001-06-09,0,0,False,,0,,tt0287271,en,The Hillside Stranglers,"Police must track down the sadistic duo responsible for the rape, torture and murder of 10 women in the Hollywood Hills above LA. The case that drove homicide detective Bob Grogan to drink and divorce resulted in the longest trial in American history.",0.6,,,"Crime, Drama, Mystery",United Film and Television Productions,United Kingdom,English,,"Track down the sadistic duo responsible for the rape, torture and murder of 10 women in the Hollywood Hills above LA. The case that drove homicide detective Bob Grogan to drink and divorce resulted in the longest trial in American...",Andrew Piddington,"Dennis Garber, Jeff Marchelletta, Barry Sigismondi"
781732,Animal,0.0,0,In Production,2023-12-01,0,0,False,/13QFKJa7ZPY3VN0L6sxKuNoLHFf.jpg,0,https://www.13377.org/movies/animal/,tt13751694,hi,Animal,"Animal is the story of a son's obsessive love for his father. Often away due to work the father is unable to comprehend the intensity of his son's love. Ironically, this fervent love and admiration for his father and family creates conflict between the father and son.",5.29,/hr9rjR3J0xBBKmlJ4n3gHId9ccx.jpg,A father-son bond carved in blood,"Action, Drama","T-Series, Cine1 Studios, Bhadrakali Pictures",India,Hindi,"fistfight, shootout, held at gunpoint, machine gun, hand to hand combat, action hero, father son conflict, complex relationship",The hardened son of a powerful industrialist returns home after years abroad and vows to take bloody revenge on those threatening his father&apos;s life.,Sandeep Reddy Vanga,"Ranbir Kapoor, Anil Kapoor, Bobby Deol"
781745,山道弯弯,0.0,0,Released,1982-01-01,0,0,False,/a5Ryx85Douxb4aAYNDmMSQ15U4Y.jpg,0,,tt6742758,zh,山道弯弯,,0.6,/onRtUfEZ0AzleFPqvrYbs2BWgah.jpg,,Drama,,China,Mandarin,,"A miner&apos;s widow arranges her brother-in-law&apos;s marriage before he goes to work in mine field, but his fiancee breaks up with him to engage an urban official. So he helps his sister-in-law for farm work regularly and falls in love w...",Yangting Guo,"Yan Wang, Chunming Zhao, Fengxu Li"
781753,Enigma,0.0,0,Released,,0,10,False,,0,,tt3788068,en,Enigma,"Valerie & Michael Valea, a young couple, find themselves on the edge of a troublesome marriage. An edge that will change the course of both their lives forever.",0.6,,,,,,,,"Valerie &amp; Michael Valea, a young couple, find themselves on the edge of a troublesome marriage. An edge that will change the course of both their lives forever.",J. Garcia,"Michael J. DiVita, Vanessa Rae Downs, Oguzhan Kocakli"
781808,Beeldverhalen,0.0,0,Released,1974-01-01,0,10,False,,0,,tt0241234,nl,Beeldverhalen,Short documentary that showcases the creation of a 'Suske en Wiske' comic book from the first drawing to the kids reading it.,0.6,,,Documentary,Andersen Films N.V.,Belgium,,"comic strip artist, short film",,Wies Andersen,Willy Vandersteen
781812,Wouter Deprez: Levend & Vers,0.0,0,Released,2019-11-30,0,115,False,,0,,tt10495600,nl,Wouter Deprez: Levend & Vers,Comedy show in which Wouter Deprez reflects on being 15 years on stage.,0.6,/j5N2vPT2A7I7fCjwmWjZ4gb9zar.jpg,,Comedy,Working Class Heroes,Belgium,,,,Johan Verstuyft,Wouter Deprez
781849,Bloody Nun 2: The Curse,0.0,0,Released,2021-01-01,0,70,False,/2AgqLHzAGM5CckJa6SeFpQTZfRA.jpg,3000,,tt10216812,en,Bloody Nun 2: The Curse,"The Bloody Nun is back, this time unleashed on a brothel, will the unholy victims survive the night?",4.655,/mPUqnNXt5kOyvd8h67ZfW9C6xik.jpg,,Horror,,,English,,"The fanged and vicious Bloody Nun is back in all her viral creepiness, except this time she&apos;s terrorizing a brothel for a night many won&apos;t survive.",Will Collazo Jr.,"Jose Otero, John Ward, Paul Faggione"
781864,Thicker Than Water,0.0,0,Released,2018-04-20,0,72,False,,0,,tt3892962,en,Thicker Than Water,"A sister struggles to keep her brothers together when the eldest, a recovering drug addict, returns from rehab.",0.848,/kkbwMFMygXwFpccU1e7ihWx6Fj9.jpg,,Drama,,Australia,English,,"A sister struggles to keep her brothers together when the eldest, a recovering drug addict, returns from rehab.",Dominic Crisci,"Pete Murray, Chai Hansen, Ellie Popov"
781867,Call a Cop,0.0,0,Released,1921-06-26,0,20,False,,0,,tt0012022,en,Call a Cop,Call a Cop is a 1921 comedy short.,0.627,/12A51tDAJQ2OXXj2TsZMP0cG3ML.jpg,,Comedy,Mack Sennett Comedies,United States of America,No Language,,,Malcolm St. Clair,"Marie Prevost, George O&apos;Hara, Patrick Kelly"
781872,Popstar's Best of 2020,0.0,0,Released,2020-12-29,0,0,False,,0,,tt13370432,en,Popstar's Best of 2020,Popstar's Best of 2020,0.6,/uAMLbH2arKHpOpDRYkAdsxBjJSt.jpg,,Music,,,,,,,"Brandon Rogers, Devon Werkheiser, Anna Maria Perez de Tagle"
781814,Falling from Ladders,0.0,0,Released,1969-01-01,0,8,False,,0,,tt0223256,en,Falling from Ladders,Swedish people read aloud from the Statistical Year Book.,0.6,,,,,,,,,Mort Ransen,
781873,Scooter in Palm Beach,0.0,0,Released,1988-01-01,0,92,False,,0,,tt8359874,en,Scooter in Palm Beach,"When an imaginative young boy's parents seem to be killed in a plane crash, he goes to Africa to search for them.",0.6,/pBr2s7292zk4UlR65VkvNmt9s42.jpg,,Comedy,,,,,"Scooter is a bright but foolish boy, full of imagination, who pushes his surroundings to the brink of a nervous breakdown. When his parents seem to be killed in a plane crash, he goes to Africa to search for them.",Marlene Rogoff,"Roberto Aloi, Larry Blair, Joe Callaghan"
781875,Aayirathil Oruvan 2,0.0,0,Planned,,0,0,False,,0,,tt13761184,ta,ஆயிரத்தில் ஒருவன் 2,,0.6,/x24xAH0FjCQnALcZcjUIghXh62o.jpg,The Chola's journey continues...,"Action, Adventure",,India,Tamil,,,K. Selvaraghavan,"Dhanush, Vijay Antony"
781876,A Gay Old Dog,0.0,0,Released,1919-11-02,0,0,False,,0,,tt0010158,en,A Gay Old Dog,,0.84,,,Drama,,United States of America,,,"Hard working Jimmy Dodd, the main support for his widowed mother and three unwed, bickering sisters, promises his mother on her death bed that he will not marry before his sisters. When Jimmy and his fiancée Emily Harrison fail to...",Hobart Henley,"John Cumberland, Marie Chambers, Emily Lorraine"
781877,ROH: Contention,0.0,0,Released,2009-06-12,0,159,False,,0,,tt6337748,en,ROH: Contention,"ROH World Heavyweight Champion Jerry Lynn faces Tyler Black in non-title action, Nigel McGuinness returns to ROH and is confronted by Number One Contender Austin Aries, and more.",0.851,/cBIkBa2aFM1CxfSVIadFQNMfKP4.jpg,,,Ring of Honor (ROH),United States of America,,,"ROH World Heavyweight Champion Jerry Lynn faces Tyler Black in non-title action, Nigel McGuinness returns to ROH and is confronted by Number One Contender Austin Aries, and more.",,"Ronnie Arniell, Retesh Bhalla, Claudio Castagnoli"
781884,Paraíso,0.0,0,Released,2020-08-21,0,20,False,,0,,tt13615642,es,Paraíso,,0.6,/hqYpoZlpuu3ZkER1lA1wVbqaal1.jpg,,,,Spain,,,A father and son cross the Mediterranean sea driven by an important mission: saving Taha&apos;s fragile life. Suspended between the memory of the homeland they left behind and their uncertainty in the host country that has taken them i...,Mateo Cabeza,
781815,Aimless boat,0.0,0,Released,1952-10-16,0,0,False,,0,,tt0043318,es,Barco sin rumbo,,0.811,/kFfMGxjezG6IL5ZKwQOEQvvv8bu.jpg,,Drama,Universitas Films,Spain,Spanish,,,José María Elorrieta,"Luis Arroyo, Margarita Alexandre, Gérard Tichy"
781818,"You've Read the Book, Now See the Movie",0.0,0,Released,1975-01-01,0,11,False,,0,,tt0226675,en,"You've Read the Book, Now See the Movie",Filling in income tax forms is not as difficult as it may seem.,0.6,/wYy6N0CJETkxwvDaPxeGureA6wW.jpg,,Animation,,,,,,John Weldon,
781827,Skateistan: Four Wheels and a Board in Kabul,0.0,0,Released,2011-02-15,0,100,False,,0,http://www.skateistanthemovie.com/,tt1733581,en,Skateistan: Four Wheels and a Board in Kabul,"Not long ago Oliver Percovich and Sharna Nolan arrive in Kabul with little more than a couple of skateboards. in a country where children constitute more than half the population, they soon discover, that their boards draw local children like a magnetic force. After beginning regular skateboarding sessions in an abandoned fountain, one of the few smooth surfaces in Kabul, local boys and girls from the streets start to join them on a daily basis. These initial encounters, informal at first, eventually lead to the foundation of Skateistan, Afghanistan’s first co-educational skateboarding school. The film tells Skateistan’s story and how how a group of amateur- and pro skaters bridge ethnic-, religious and socio-economic barriers to bring hope to the children of a war-torn country – with the help of four wheels and a board.",0.6,,Bringing people together. One Ollie at a time.,Documentary,,"Germany, United States of America",,,"Inspired by Skateistan, Afghanistan&apos;s first skateboarding school, this emotional feature-length documentary is a journey deep into the lives of Afghanistan&apos;s urban youth. It chronicles the efforts of a grass-roots organization to ...",Kai Sehr,"Mirwais Ahmas, Asheesh Bhalla, Maysam Faraj"
781828,Pompeii: Disaster Street,0.0,0,Released,2020-12-27,0,0,False,,0,,tt13727438,it,Pompei ultima scoperta,"With exclusive access granted over 10 months of excavation, the film reveals for the first time the unexplored parts of the city of Pompeii and captures the major findings which have emerged in the last 70 years of research and a 2018 dig.",0.608,/vPXDJhS3FHj1OY1imnxWYxTmWPn.jpg,,"Documentary, History",RAI,,Italian,"volcano, volcanic eruption, pompeii, archeology","With exclusive access granted over 10 months of excavation, the film reveals for the first time the unexplored parts of the city of Pompeii and captures the major findings which have emerged in the last 70 years of research and a ...",Pierre Stine,"Valeria Amoretti, Francesca Coletti, Chiara Comegna"
781829,Ten for Two: The John Sinclair Freedom Rally,0.0,0,Released,,0,78,False,,0,,tt0318115,en,Ten for Two: The John Sinclair Freedom Rally,Documentary about political activist John Sinclair.,0.6,/gKSg5uW2Ox1oJ9a4MxV0tiXoZxp.jpg,,,,,,,Documentary about political activist John Sinclair.,Steve Gebhardt,"Commander Cody and The Lost Planet Airmen, Rennie Davis, David Dellinger"
781833,Tomorrow the Birds Will Sing,0.0,0,Released,2020-12-09,0,12,False,,0,,tt9572624,en,Tomorrow the Birds Will Sing,"A film about the state in which the aspiring artist finds herself. In a creative world, the artist's desperate pursuit is transformed into her own purgatory by bitter competition and constant need for confirmation.",0.6,/azilQ5DUqbe0l5xGnWJz0NQXwvu.jpg,,,,Sweden,,,"&apos;Tomorrow the Birds will Sing&apos; is a story told through the form of silent film, giving room to original music and dance/image choreography. Hence the style itself is an emblem of the film&apos;s premise; the ever compliant creator disc...",Arvin Kananian,"Jamil Drissi, Maria Eriksson-Hecht, Cecilia Frode"
66904,Jeanne's House,0.0,0,Released,1988-02-10,0,85,False,,0,,tt0095569,fr,La maison de Jeanne,"Jeanne runs a busy inn with her husband Georges, her two children and two sisters. There is perfect harmony and the constant sound of laughter coming from the kitchen and office. One day, Pierre, the landlord, takes up a room without a word of explanation. Jeanne gradually begins to feel a strong attraction toward the new guest.",0.6,/ma8NWim8PcWfPyzMxOA5KUxogEd.jpg,,"Drama, Romance, Comedy",,France,French,,"Jeanne runs a busy inn with her husband Georges, her two children and two sisters. There is perfect harmony and the constant sound of laughter coming from the kitchen and office. One day, Pierre, the landlord, takes up a room with...",Magali Clément,"Christine Boisson, Benoît Régent, Jean-Pierre Bisson"
781455,Tische,0.0,0,Released,1969-02-21,0,10,False,,0,,tt1187330,de,Tische,,0.6,,,,Sentana Filmproduktion,Germany,,,,Michael Verhoeven,"Xuân Thuy, Ha Van Lau, Averell Harriman"
781452,香港少爷,0.0,0,Released,1993-05-01,0,0,False,/t9DQI3YwERQFC0qRmUpznjvmkYK.jpg,0,,tt7667762,zh,香港少爷,,0.6,/gk0n9XQECeM8zlTtMdOnMiW0F98.jpg,,Comedy,,,Mandarin,,,,
781123,The Phantom Lake Kids in the Unseen Invasion,0.0,0,Released,2020-12-23,0,64,False,,0,,tt13654944,en,The Phantom Lake Kids in the Unseen Invasion,"Stuck in their house during a government-mandated worldwide quarantine, the Phantom Lake Kids (Danny Johnson, his sisters Alice and Evelyn, and their wacky friends Butch, Chip, and Billy Blue) are shocked when most of the gang inexplicably disappears in a flash of light-then reappears moments later. When Alice doesn't return, the rest must meticulously (and hilariously) unravel the mystery behind her disappearance and the invisible forces behind it. Could it be...aliens?",0.6,/rAufa37Kt8SqSkrC0LfN9vebgNB.jpg,Invisible invaders vs. wacky whippersnappers!,"Science Fiction, Family",All For George Productions,United States of America,English,,"Stuck in their house during a government-mandated worldwide quarantine, the Phantom Lake Kids (Danny Johnson, his sisters Alice and Evelyn, and their wacky friends Butch, Chip, and Billy Blue) are shocked when most of the gang ine...",Christopher R. Mihm,"Caleb Frank, Alice Mihm, Daniel Mihm"
781124,Devouring shadows,0.0,0,Released,2020-12-26,0,20,False,,0,,tt6583326,en,Devouring shadows,"Anke Ames' attitude towards life is loving: people, music, ideas. That was the way, the violist, author and drawing artist found her center. Her last hospital residence was a couple of years ago. The doctors call it a bipolar disorder. Anke herself describes her mission as ""shade guzzling.""",0.6,,,Documentary,,Germany,German,,,Ulrike Korbach,
781125,Morning,0.0,0,Released,2020-12-26,0,78,False,,544242,,tt7474414,en,Morning,"When the unimaginable happens, 12-year-old Ruby’s world collapses and she is left on her own. Through her encounters, and through the power of her imagination and memory, Ruby begins to navigate her way beyond the confines of her small house and experience the cosmic possibilities of life.",0.6,,,Drama,,United Kingdom,English,,,Juliet Ellis,"Latifah Suleiman Kerr, Etta Fusi, Kyle Hill"
781126,Letter to My Brother,0.0,0,Released,2020-10-14,0,6,False,,1565,,tt13114094,fr,Lettre à mon frère,"Ben wanders around the tourist attractions in Geneva, guided by his sister's voice. A wannabe homage to Benoît Giroux (1981-2019).",0.6,,,,,"Canada, Switzerland",French,,"Ben wanders around the tourist attractions in Geneva, guided by his sister&apos;s voice. A wannabe homage to Benoît Giroux (1981-2019).",Isabelle Giroux,"Ilario Santorio, Isabelle Giroux"
781133,Closed Jeans,0.0,0,Released,1987-01-01,0,4,False,,0,,tt3318732,fr,Closed Jeans,First series of commercial spots made for Marithé and François Girbaud.,1.382,/kqWXbOHTySV9XfhbOIA9iXN8gR7.jpg,,,,France,,,"A commercial by Marithé and François Girbaud&apos;s jeans company directed by filmmaker Jean-Luc Godard. In this entry, JLG presents a couple looking at classical drawings and paintings quarreling about something. Later on, it&apos;s reveal...",Jean-Luc Godard,
781121,To Shura,0.0,0,Released,1990-01-01,0,17,False,,0,,tt0440847,et,Šurale,"Throughout her life, Aleksandra has done hard physical work, believing in God and the imminent end of human suffering. Shura, 64, works at the top of the ash hill of the North-Eastern Estonian coal mine.",0.6,/oXyAtejhCWpUtsSZJLuVzUpxdyF.jpg,,Documentary,Tallinnfilm,Soviet Union,Estonian,"mining, shale oil",,"Hannes Lintrop, Renita Lintrop",Aleksandra Sadovskaja
781136,Servicio en la mar,0.0,0,Released,1951-05-21,0,0,False,,0,,tt0042948,es,Servicio en la mar,,0.6,/6bBcgLnFPZBmBYDYTPfMWX7e2xx.jpg,,"Drama, War","Agrupacine, Filmófono S.A.",Spain,Spanish,,,Luis Suárez de Lezo,"Rafael Bardem, José Luis Brugada, Rafael Calvo"
781137,Teenage Mutant Ninja Turtles: Cowabunga Christmas,0.0,0,Released,2015-10-13,0,65,False,/y88Pp61UM0MsqOxStYNh9BFm6l3.jpg,0,,tt6320704,en,Teenage Mutant Ninja Turtles: Cowabunga Christmas,"Leonardo, Raphael, Donatello and Michelangelo shell out some turtle-powered Christmas spirit.",0.85,/jzdS49cQQE1KcUGYuzjTKzjQXp0.jpg,,Animation,"Mirage Studios, Nickelodeon Animation Studio, 4Kids Entertainment",United States of America,English,,Three throwback Teenage Mutant Ninja Turtles episodes that focus on the Christmas season.,,
781138,Closed,0.0,0,Released,1988-01-01,0,2,False,,0,,tt3305286,fr,Closed,Second series of commercial spots made for Marithé and François Girbaud.,0.6,/dFDZmOIeMLcXZmoiDm2iUrjNuAq.jpg,,,,France,,,This commercial entry directed by veteran Jean-Luc Godard promoting jeans company Marithé et François Girbaud presents a couple appearing on a beach in repeated moments over and over with some variations during their exchange and ...,Jean-Luc Godard,
781140,Weihnachtskonzert mit Rolf Zuckowski,0.0,0,Released,,0,0,False,/rAohEruJ53F7vNuLptwacZyi9Wd.jpg,0,,tt13642038,de,Weihnachtskonzert mit Rolf Zuckowski,,0.6,/me4VARFZeWX1CXHpufEDBIlP2UW.jpg,,Music,,Germany,German,,"For several years now, it has been one of Hamburg&apos;s most popular traditions in the run-up to Christmas: the atmospheric concert with Rolf Zuckowski and his band at the Planetarium. Under a fascinating starry sky with magnificent p...",Oliver Kleinfeld,"Martin Tingvall, Anuschka Zuckowski, Rolf Zuckowski"
781122,Sunder,0.0,0,Released,2018-09-27,0,1,False,,1000,,tt11898068,en,Sunder,A moment of strength during a moment of weakness in one man's life.,0.6,,,,,United States of America,English,,A moment of strength during a moment of weakness in one man&apos;s life.,Desmond Confoy,Austin Reed Alleman
781101,Hopfrog,0.0,0,Released,2012-01-01,0,6,False,,0,,tt3787532,ru,Прыг-скок,Non scientific observations of the jumping fellows life.,0.6,/lWwgVX8Qpf00it8txeuxnCmLRfc.jpg,,Animation,,,Russian,,Non scientific observations of the jumping fellows life.,Leonid Shmelkov,
781089,Gold,0.0,0,Released,2003-05-05,0,43,False,,0,,tt0319454,en,Gold,"Gold is a project of psycho-geographical investigations. Beautifully shot on location in desert regions throughout the southwest, Gold alludes to the seductive lure of the American west and its history of speculation and spectacle.",0.6,,,,,,,,,"Dominique Gonzalez-Foerster, Ange Leccia",
781090,The Winter Project,0.0,0,Released,2017-05-01,0,41,False,,0,http://sterlingproductions.ca/TWP,tt6739588,en,The Winter Project,Thirteen year old Wayne is a volunteer swim instructor at the local youth centre. He discovers that helping kids is kind of like a revolving door.,0.6,/xw2kVi3VjKmdjaOmoh4MmfS2VF2.jpg,,Drama,Sterling Productions,Canada,English,short film,Thirteen year old Wayne is a volunteer swim instructor at the local youth centre. He discovers that helping kids is kind of like a revolving door.,Sterling Johnston,"Tyler Robinson, Connor Manley, Maya Koot"
781096,Good Luck With That,0.0,0,Released,2018-08-01,0,47,False,,0,http://sterlingproductions.ca/GLWT,tt8118598,en,Good Luck With That,When 13 year old Samuel decides that it's about time to start asking girls out he finds out that he has no idea of how to do that.,0.6,/6VY5wLr15Am1Ur1KRHw2sQvn4Oy.jpg,,Comedy,Sterling Productions,Canada,English,,When 13 year old Samuel decides that it&apos;s about time to start asking girls out he finds out that he has no idea of how to do that.,Sterling Johnston,"Raphael Alexa, Ricardo Perez Alva, Dylan Anderson"
