user_id,movie_id,interaction_type,points
2385,m/1133499-1133499-terminal,add_to_watchlist,2.0
2385,m/across_the_universe,click,1.0
2385,m/bad_education,search,1.0
2385,m/sex_doll,review,3.0
2386,m/hangman_2015,click,1.0
2386,m/our_house_2018,add_to_watchlist,2.0
2387,m/philomena,search,1.0
2388,m/hell_fest,search,1.0
2388,m/swiss_army_man,watch,3.15
2389,m/1014482-mutiny_on_the_bounty,add_to_watchlist,2.0
2390,m/1032176-goodfellas,watch,3.5
2390,m/the_congress,click,1.0
2390,m/timeline,watch,3.5
2391,m/blue_ruin,add_to_watchlist,2.0
2391,m/show_dogs,search,1.0
2392,m/gook,click,1.0
2393,m/black_rose_2017,review,3.0
2394,m/1002571-blind_date,review,3.0
2394,m/the_bye_bye_man,watch,3.5
2394,m/the_theory_of_everything_2014,watch,3.05
2395,m/avengement,search,1.0
2395,m/bing_fung_chung_sang_chi_mun_2014,review,3.0
2396,m/together_2001,watch,3.25
2397,m/hampstead,watch,4.6
2398,m/freedom_writers,search,1.0
2398,m/penelope2008,add_to_watchlist,2.0
2399,m/1016534-popeye,click,1.0
2399,m/bathtubs_over_broadway,search,1.0
2399,m/bedtime_stories,watch,2.85
2399,m/friday_the_13th_prequel,review,3.0
2399,m/the_boy,review,3.0
2399,m/the_roommate,watch,2.65
2400,m/a_ghost_story,watch,3.5
2400,m/marriage_story_2019,watch,3.5
2400,m/revenger,review,3.0
2400,m/wheelman,click,1.0
2401,m/candy_jar,watch,3.1
2403,m/beguiled,add_to_watchlist,2.0
2403,m/swarm,click,1.0
2404,m/rust_creek,review,3.0
2404,m/shirkers,add_to_watchlist,2.0
2405,m/red,add_to_watchlist,2.0
2405,m/una_2017,add_to_watchlist,2.0
2406,m/duck_butter_2018,add_to_watchlist,2.0
2407,m/take_your_pills,watch,2.8
2407,m/the_best_of_enemies_2019,watch,3.05
2408,m/bullet_head,search,1.0
2408,m/friday_the_13th_part_1,watch,3.5
2408,m/never_back_down,click,1.0
2409,m/memoirs_of_a_geisha,watch,3.5
2409,m/mystery_men,add_to_watchlist,2.0
2409,m/stuart_little_2,review,3.0
2409,m/the_danish_girl_2015,click,1.0
2409,m/the_super,search,1.0
2411,m/final_destination_3,add_to_watchlist,2.0
2411,m/quartet_1981,click,1.0
2412,m/1016239-phantom_of_the_opera,click,1.0
2412,m/code_8,add_to_watchlist,2.0
2416,m/clash_of_the_titans,watch,4.6
2416,m/i_am_michael,add_to_watchlist,2.0
2416,m/the_smurfs,search,1.0
2417,m/big_kill,watch,3.5
2418,m/justice,add_to_watchlist,2.0
2419,m/delhi_belly_2011,watch,3.9
2419,m/the_danish_girl_2015,watch,3.55
2420,m/daughters_of_the_dust,click,1.0
2420,m/hero,search,1.0
2420,m/revolutionary_road,click,1.0
2420,m/slam,click,1.0
2421,m/night_moves,watch,3.4
2422,m/take_your_pills,search,1.0
2422,m/when_we_first_met,add_to_watchlist,2.0
2423,m/murder_mystery,click,1.0
2424,m/1016239-phantom_of_the_opera,watch,4.85
2424,m/peppermint_2018,search,1.0
2426,m/the_boy_who_harnessed_the_wind,search,1.0
2427,m/1212440-home,click,1.0
2428,m/1125409-cabin_fever,watch,3.1
2428,m/spring_breakers_2013,review,3.0
2428,m/the_kindergarten_teacher_2018,watch,3.15
2429,m/1099999-beowulf,watch,3.5
2429,m/an_ordinary_man,review,3.0
2429,m/asoka,watch,4.45
2430,m/matrix_reloaded,click,1.0
2430,m/yes_man,search,1.0
2431,m/flintstones_in_viva_rock_vegas,search,1.0
2431,m/indiana_jones_and_the_kingdom_of_the_crystal_skull,search,1.0
2431,m/kabhi_khushi_kabhie_gham,add_to_watchlist,2.0
2431,m/pulp_fiction,watch,4.05
2431,m/the_great_hack,watch,3.6
2432,m/gothika,click,1.0
2432,m/major_payne,watch,3.5
2433,m/dark_crimes,click,1.0
2434,m/calendar_girls,watch,4.35
2435,m/longest_yard,click,1.0
2436,m/blood_father,click,1.0
2436,m/monster_family,search,1.0
2437,m/sample_this,search,1.0
2437,m/the_hollow_point_2016,watch,3.5
2437,m/the_rover,click,1.0
2437,m/vincent_n_roxxy,watch,4.8
2439,m/joker_2019,review,3.0
2439,m/samson_2018,watch,3.5
2440,m/beverly_hills_ninja,add_to_watchlist,2.0
2440,m/ugly_truth,review,3.0
2441,m/outsiders,watch,3.5
2442,m/django_unchained_2012,search,1.0
2442,m/saturday_church,review,3.0
2443,m/movie_43,watch,3.5
2443,m/small_town_crime,add_to_watchlist,2.0
2444,m/leap_year_2010,review,3.0
2444,m/ophelia_2019,add_to_watchlist,2.0
2445,m/1068326-sabrina,click,1.0
2445,m/kabhi_alvida_naa_kehna,watch,3.05
2446,m/after_life_2010,search,1.0
2447,m/kung_fu_panda,search,1.0
2448,m/1099604-art_of_war,add_to_watchlist,2.0
2448,m/hold_the_dark,add_to_watchlist,2.0
2448,m/palio,watch,3.3
2449,m/ibiza,watch,3.85
2450,m/dope_2015,click,1.0
2450,m/feel_the_beat,click,1.0
2452,m/1003060-breakout,watch,2.8
2453,m/the_lodgers,watch,2.5
2454,m/rumor_has_it,review,3.0
2454,m/sex_doll,watch,3.5
2454,m/sherlock_holmes_2009,watch,2.8
2454,m/the_after_party_2018,add_to_watchlist,2.0
2455,m/1035065-possessed,watch,2.8
2455,m/1219165-paheli,watch,3.95
2455,m/dope_2015,watch,3.5
2455,m/goldie,click,1.0
2455,m/the_cell_2000,watch,4.95
2456,m/rajma_chawal,review,3.0
2458,m/1003957-chase,search,1.0
2458,m/hunt_for_the_wilderpeople,review,3.0
2458,m/miss_julie_2014,click,1.0
2458,m/the_salvation,add_to_watchlist,2.0
2459,m/rajneeti,review,3.0
2460,m/rocky_v,search,1.0
2461,m/once_upon_a_time_in_the_west,review,3.0
2463,m/lockout_2012,search,1.0
2464,m/last_exorcism,add_to_watchlist,2.0
2464,m/the_frozen_ground,review,3.0
2464,m/tramps_2016,watch,3.5
2465,m/curtiz,search,1.0
2466,m/after_life_2010,watch,3.25
2466,m/lost_in_space,watch,2.8
2466,m/ray,watch,2.75
2466,m/zoom_2006,review,3.0
2467,m/10007538-silence,search,1.0
2467,m/small_town_crime,search,1.0
2467,m/the_art_of_the_steal,watch,3.55
2468,m/carrie_1952,watch,3.8
2468,m/eden_2012,click,1.0
2469,m/manglehorn,watch,3.5
2469,m/rim_of_the_world,review,3.0
2470,m/shepherds_and_butchers,watch,3.5
2470,m/the_muppets,click,1.0
2471,m/cincinnati_kid,add_to_watchlist,2.0
2473,m/in_the_cut,search,1.0
2473,m/the_spectacular_now,review,3.0
2473,m/the_stolen_2017,search,1.0
2474,m/10010571-hush,click,1.0
2474,m/porto_2017,watch,3.5
2475,m/3_generations,search,1.0
2475,m/good_luck_chuck,review,3.0
2475,m/the_smurfs_2,add_to_watchlist,2.0
2476,m/1023543-white_christmas,search,1.0
2476,m/1109137-heist,review,3.0
2476,m/michael_2011,watch,4.85
2477,m/the_boy,watch,4.6
2477,m/tremors,watch,3.5
2478,m/1074675-1074675-metro,watch,3.5
2478,m/1107809-brother,watch,4.1
2478,m/1107902-angel_eyes,watch,3.5
2478,m/1211619-remember_me,add_to_watchlist,2.0
2478,m/sinister_2,watch,3.6
2478,m/the_bleeding_edge,add_to_watchlist,2.0
2482,m/dark_skies_2013,review,3.0
2483,m/babel,click,1.0
2483,m/death_note_2017,watch,3.5
2483,m/screwball,watch,4.75
2484,m/1017502-revenge,watch,3.0
2484,m/he_named_me_malala,watch,2.6
2485,m/1212085-home,watch,2.85
2485,m/act_of_valor,add_to_watchlist,2.0
2486,m/american_hangman,search,1.0
2487,m/benji,review,3.0
2487,m/penelope2008,search,1.0
2490,m/freaks_2019,search,1.0
2490,m/the_roommate,click,1.0
2491,m/green_room_2016,watch,3.5
2491,m/the_heartbreak_kid,search,1.0
2492,m/summer_night_2019,click,1.0
2493,m/how_it_ends,click,1.0
2494,m/1094041-last_night,search,1.0
2494,m/into_the_night,search,1.0
2494,m/little_nicky,search,1.0
2496,m/grown_ups,watch,3.5
2497,m/mudbound,add_to_watchlist,2.0
2497,m/special_correspondents,watch,4.15
2498,m/mercury_13,add_to_watchlist,2.0
2498,m/sandy_wexler,watch,2.8
2499,m/1190296-zack_and_miri_make_a_porno,review,3.0
2499,m/officer_downe,review,3.0
2500,m/1003957-chase,search,1.0
2500,m/big_stone_gap,add_to_watchlist,2.0
2501,m/daddy_day_care,watch,3.5
2502,m/tourist,search,1.0
2506,m/i_am_bolt,watch,4.55
2506,m/rocky_v,watch,2.6
2506,m/the_lobster,search,1.0
2506,m/vampire_academy,review,3.0
2507,m/bhool_bhulaiyaa,search,1.0
2507,m/the_killing_of_a_sacred_deer,search,1.0
2508,m/paper,watch,3.5
2508,m/world_is_not_enough,watch,2.65
2509,m/dragonheart,search,1.0
2509,m/indiana_jones_and_the_temple_of_doom,review,3.0
2509,m/win_it_all,watch,4.9
2510,m/feel_the_beat,add_to_watchlist,2.0
2510,m/outsiders,watch,3.5
2510,m/the_roommate,add_to_watchlist,2.0
2513,m/rush_2013,watch,3.5
2514,m/blue_jasmine,search,1.0
2514,m/the_nut_job,review,3.0
2514,m/triple_threat_2019,watch,3.5
2515,m/bad_boys_1982,add_to_watchlist,2.0
2516,m/1003060-breakout,watch,3.5
2516,m/1099999-beowulf,watch,4.5
2517,m/1002571-blind_date,click,1.0
2518,m/1093614-double_jeopardy,click,1.0
2518,m/curtiz,click,1.0
2520,m/iris_2015,search,1.0
2521,m/1038009-rush,watch,3.55
2521,m/the_land_2016,add_to_watchlist,2.0
2522,m/how_to_be_a_latin_lover,watch,4.65
2522,m/sleepless_2017,review,3.0
2523,m/red_christmas,review,3.0
2525,m/the_square_2017,search,1.0
2526,m/paranoia_2013,watch,4.2
2528,m/crow,search,1.0
2529,m/1016239-phantom_of_the_opera,search,1.0
2531,m/brothers_2004,search,1.0
2532,m/next_gen,search,1.0
2532,m/the_hateful_eight,watch,3.5
2534,m/fools_rush_in,watch,2.95
2535,m/click,watch,3.5
2535,m/golden_child,watch,3.65
2535,m/in_the_tall_grass_2019,search,1.0
2535,m/psychokinesis,watch,3.5
2536,m/after_life_2010,search,1.0
2537,m/jay_and_silent_bob_strike_back,click,1.0
2537,m/the_strangers,add_to_watchlist,2.0
2538,m/almost_love,review,3.0
2538,m/sparkle_2012,search,1.0
2540,m/happy_valley_2014,click,1.0
2541,m/u_turn_1997,watch,4.45
2542,m/mona_lisa_smile,watch,3.5
2542,m/the_irishman,search,1.0
2543,m/the_invitation,watch,4.15
2544,m/1070992-primal_fear,watch,4.35
2544,m/holidays,add_to_watchlist,2.0
2544,m/tell_me_who_i_am,search,1.0
2545,m/hellboy,click,1.0
2546,m/eden_1998,search,1.0
2546,m/the_witch_2016,search,1.0
2547,m/a_tale_of_love_and_darkness,add_to_watchlist,2.0
2547,m/tallulah,search,1.0
2547,m/the_princess_switch,search,1.0
2548,m/five_feet_apart,search,1.0
2549,m/soni,add_to_watchlist,2.0
2550,m/1066170-kicking_and_screaming,review,3.0
2550,m/indiana_jones_and_the_kingdom_of_the_crystal_skull,add_to_watchlist,2.0
2550,m/lost_in_space,search,1.0
2550,m/search_party,watch,3.5
2551,m/1121649-anger_management,search,1.0
2551,m/detour,click,1.0
2551,m/white-nights,watch,3.5
2553,m/dear_white_people,click,1.0
2554,m/green_room_2016,search,1.0
2554,m/swiss_army_man,search,1.0
2555,m/christopher_robin,watch,3.5
2556,m/the_happytime_murders_2017,search,1.0
2557,m/the_open_house_2018,search,1.0
2558,m/1062483-bad_boys,search,1.0
2558,m/1215790-carriers,watch,4.85
2558,m/four_christmases,search,1.0
2559,m/backdraft_2,click,1.0
2559,m/next_karate_kid,watch,3.5
2559,m/paranormal_activity,add_to_watchlist,2.0
2562,m/1212410-get_him_to_the_greek,search,1.0
2562,m/shadow_2011,watch,3.5
2564,m/haunting_of_molly_hartley,search,1.0
2564,m/hellboy_2019,click,1.0
2566,m/love_jones,click,1.0
2567,m/murder_party,watch,3.0
2567,m/room_for_rent_2019,review,3.0
2567,m/waiting,watch,2.7
2568,m/1009096-hairspray,add_to_watchlist,2.0
2568,m/center_stage,review,3.0
2568,m/for-colored-girls-who-have-considered-suicide-when-the-rainbow-is-enuf,review,3.0
2569,m/small_crimes,watch,4.65
2569,m/the-company-men,click,1.0
2570,m/midnight_sun_2018,review,3.0
2570,m/no_strings_attached_2011,search,1.0
2571,m/the-croods,click,1.0
2572,m/rango,review,3.0
2572,m/the_land_of_steady_habits,click,1.0
2573,m/broken_2012,watch,3.5
2573,m/get_shorty,search,1.0
2574,m/righteous_kill,watch,4.7
2576,m/sweetest_thing,add_to_watchlist,2.0
2578,m/good_time,watch,3.5
2579,m/10011735-beautiful_life,watch,2.85
2579,m/wish_i_was_here,watch,3.35
2580,m/porto_2017,search,1.0
2581,m/1020889-target,review,3.0
2581,m/1108206-evolution,add_to_watchlist,2.0
2582,m/1195103-happy_go_lucky,review,3.0
2583,m/woody_woodpecker_2017,watch,3.5
2584,m/1045328-gypsy,watch,2.7
2584,m/bloodline_2019,add_to_watchlist,2.0
2584,m/the_kingdom,search,1.0
2585,m/midnight_sun_2018,review,3.0
2586,m/enter_the_dragon,watch,4.45
2586,m/hardcore_henry,click,1.0
2586,m/shutter,click,1.0
2587,m/afflicted_2013,search,1.0
2588,m/a_bad_moms_christmas,click,1.0
2588,m/amityville_horror,watch,3.45
2589,m/little_evil,click,1.0
2589,m/next_three_days,review,3.0
2589,m/the_captive_2014,watch,4.1
2590,m/bully_2012,watch,3.5
2590,m/charlie_and_the_chocolate_factory,click,1.0
2592,m/total_recall,click,1.0
2593,m/paradise_hills,search,1.0
2597,m/home_2015,watch,2.5
2597,m/indian_in_the_cupboard,search,1.0
2598,m/circus_of_books,search,1.0
2598,m/ne_zha_2019,click,1.0
2598,m/the_salvation,add_to_watchlist,2.0
2599,m/bliss_2019,click,1.0
2599,m/jonathan_2018,watch,4.5
2600,m/cargo_2018,add_to_watchlist,2.0
2600,m/due-date,click,1.0
2600,m/incarnate_2016,watch,3.5
2600,m/rodney_king,click,1.0
2601,m/alex_strangelove,search,1.0
2602,m/transcendence_2014,watch,3.95
2603,m/for_greater_glory,review,3.0
2604,m/menashe,click,1.0
2604,m/the_bachelors_2017,search,1.0
2605,m/american_son_2019,search,1.0
2605,m/mind-game,review,3.0
2606,m/blaze,watch,4.65
2607,m/30_minutes_or_less,review,3.0
2607,m/inkheart,add_to_watchlist,2.0
2607,m/midnight_special_2015,search,1.0
2607,m/the_12th_man,review,3.0
2607,m/war_horse,click,1.0
2608,m/i_am_bolt,watch,3.5
2608,m/level_16,add_to_watchlist,2.0
2608,m/lez_bomb,search,1.0
2608,m/rocky_iv,watch,3.65
2611,m/goon,watch,3.0
2611,m/the_best_of_enemies_2019,click,1.0
2612,m/1066170-kicking_and_screaming,search,1.0
2613,m/dear_ex,search,1.0
2613,m/into_the_wild,click,1.0
2615,m/1009076-gypsy,review,3.0
2615,m/the_cell_2000,search,1.0
2617,m/1219165-paheli,click,1.0
2617,m/the_christmas_candle_2013,add_to_watchlist,2.0
2617,m/the_devil_we_know,watch,3.5
2617,m/the_red_sea_diving_resort,search,1.0
2619,m/chitty_chitty_bang_bang,add_to_watchlist,2.0
2619,m/employee_of_the_month,click,1.0
2619,m/hamburger_hill,review,3.0
2619,m/starred_up,watch,2.6
2619,m/the_outsider_2019,review,3.0
2619,m/van_helsing,watch,3.9
2621,m/michael_2011,add_to_watchlist,2.0
2621,m/the_death_of_stalin,search,1.0
2622,m/i_am_michael,watch,3.5
2622,m/jumping_the_broom,add_to_watchlist,2.0
2622,m/rachel_getting_married,review,3.0
2623,m/1016479-point_blank,review,3.0
2624,m/frozen_river,watch,3.5
2626,m/chasing_coral,add_to_watchlist,2.0
2626,m/rugrats_movie,search,1.0
2626,m/the_legacy_of_a_whitetail_deer_hunter,watch,3.5
2627,m/the_end,watch,3.2
2629,m/kill_ratio,click,1.0
2629,m/rocky_v,add_to_watchlist,2.0
2630,m/notes_on_blindness,click,1.0
2630,m/prom_night,click,1.0
2630,m/the_outcasts_2017,search,1.0
2632,m/3_generations,add_to_watchlist,2.0
2633,m/amanda_knox,search,1.0
2633,m/mascots,review,3.0
2633,m/newtown,search,1.0
2634,m/1016239-phantom_of_the_opera,click,1.0
2635,m/10009192-21,search,1.0
2635,m/district_9,watch,3.5
2635,m/dope_2015,add_to_watchlist,2.0
2635,m/iris_2015,watch,3.5
2636,m/alone_in_berlin,search,1.0
2636,m/monster_house,click,1.0
2636,m/my_way_2011,click,1.0
2636,m/newness_2017,watch,4.15
2636,m/thriller_2018,add_to_watchlist,2.0
2638,m/home_again_2017,watch,4.65
2638,m/hop_2011,watch,3.5
2638,m/the_liberator_2014,watch,4.7
2639,m/1067137-it_takes_two,click,1.0
2640,m/immortals_2011,watch,3.95
2640,m/labyrinth,add_to_watchlist,2.0
2641,m/accepted,search,1.0
2641,m/domestic_disturbance,search,1.0
2642,m/1104385-hannibal,search,1.0
2643,m/babel,review,3.0
2643,m/first_wives_club,click,1.0
2643,m/penelope2008,watch,4.1
2644,m/the_unicorn,search,1.0
2645,m/1103231-gift,watch,4.4
2645,m/1193230-state_of_play,search,1.0
2647,m/between_worlds_2018,review,3.0
2648,m/fear_and_loathing_in_las_vegas,search,1.0
2649,m/awake,add_to_watchlist,2.0
2649,m/the_young_messiah,click,1.0
2650,m/after_2019,add_to_watchlist,2.0
2651,m/ne_zha_2019,review,3.0
2651,m/star_trek_11,search,1.0
2652,m/american_me,watch,3.5
2652,m/the_knight_before_christmas,search,1.0
2653,m/1001240-arthur,add_to_watchlist,2.0
2656,m/paid_in_full,watch,2.75
2657,m/wish_i_was_here,watch,4.2
2659,m/detour,add_to_watchlist,2.0
2660,m/stardust,search,1.0
2661,m/calibre,search,1.0
2661,m/life_of_david_gale,watch,2.85
2663,m/dope_2015,search,1.0
2663,m/drive_2019,click,1.0
2663,m/midnight_run,review,3.0
2663,m/the_heartbreak_kid,search,1.0
2664,m/i_am_bolt,watch,4.35
2665,m/city_of_joy,review,3.0
2666,m/cloud_atlas_2012,add_to_watchlist,2.0
2668,m/1006236-dracula,click,1.0
2668,m/green_hornet,review,3.0
2668,m/moonwalkers_2016,search,1.0
2668,m/then_came_you,watch,3.45
2670,m/babel,click,1.0
2670,m/happy_valley_2014,add_to_watchlist,2.0
2670,m/matrix,click,1.0
2670,m/the_space_between_us,add_to_watchlist,2.0
2671,m/freak_show,watch,4.55
2671,m/kill_command,watch,3.5
2671,m/lionheart_1990,search,1.0
2672,m/the_12th_man,click,1.0
2673,m/justice,watch,3.7
2673,m/the_body_remembers_when_the_world_broke_open,review,3.0
2673,m/the_outsider_2018,search,1.0
2674,m/grease,click,1.0
2675,m/scream_3,watch,3.5
2675,m/the_irishman,click,1.0
2675,m/the_seven_five,watch,3.2
2676,m/as_good_as_it_gets,add_to_watchlist,2.0
2676,m/da_vinci_code,review,3.0
2676,m/joy_2014,review,3.0
2676,m/lying_and_stealing,search,1.0
2677,m/buffalo_boys_2019,search,1.0
2677,m/ugly_truth,add_to_watchlist,2.0
2678,m/1209933-puss_in_boots,search,1.0
2678,m/14_blades,search,1.0
2678,m/brick_mansions,review,3.0
2679,m/christine,add_to_watchlist,2.0
2679,m/hook,add_to_watchlist,2.0
2679,m/inception,search,1.0
2679,m/mile_22,search,1.0
2681,m/1093976-bachelor,watch,2.7
2681,m/babel,watch,3.5
2681,m/brave_one,watch,3.5
2681,m/raging_bull,click,1.0
2681,m/rememory,watch,3.5
2682,m/mercy-2009,watch,3.9
2683,m/big_daddy,review,3.0
2683,m/no_strings_attached_2011,add_to_watchlist,2.0
2683,m/the_secret_life_of_pets_2,watch,3.4
2685,m/monty_python_and_the_holy_grail,add_to_watchlist,2.0
2686,m/coraline,watch,4.75
2687,m/1212910-warrior,watch,3.5
2687,m/blood_father,search,1.0
2688,m/paris_is_us,watch,3.3
2688,m/quigley_down_under,review,3.0
2688,m/tall_girl,review,3.0
2688,m/the_hollow,watch,3.5
2689,m/indiana_jones_and_the_last_crusade,watch,3.5
2689,m/inkheart,review,3.0
2689,m/lionheart_1990,click,1.0
2689,m/our_souls_at_night,watch,3.4
2690,m/1193230-state_of_play,add_to_watchlist,2.0
2690,m/curtiz,click,1.0
2690,m/girl,review,3.0
2691,m/yes_man,search,1.0
2692,m/green_hornet,search,1.0
2692,m/waterboy,watch,3.5
2694,m/john_carter,click,1.0
2694,m/the_eyes_of_my_mother_2016,watch,3.6
2694,m/trash_2015,review,3.0
2695,m/emelie,watch,4.35
2697,m/immortals_2011,watch,3.5
2698,m/i_am_bolt,watch,3.8
2698,m/searching_for_sugar_man,review,3.0
2699,m/1015348-nutty_professor,watch,4.75
2699,m/calendar_girls,click,1.0
2699,m/matrix_revolutions,watch,3.5
2699,m/the_girl_on_the_train_2016,watch,3.65
2700,m/sliver,watch,4.7
2701,m/flash_of_genius,watch,4.25
2701,m/ghost_stories_2018,click,1.0
2702,m/1016847-protector,click,1.0
2702,m/basic_instinct,search,1.0
2702,m/blue_jay,add_to_watchlist,2.0
2702,m/the_lodgers,search,1.0
2703,m/10011284-skin,search,1.0
2703,m/life_after_beth,watch,4.25
2703,m/nowhere_boy,add_to_watchlist,2.0
2703,m/race_2016,add_to_watchlist,2.0
2705,m/grass_is_greener_2019,add_to_watchlist,2.0
2705,m/the_vault_2017,add_to_watchlist,2.0
2705,m/trigger_effect,click,1.0
2707,m/house_of_cards_1992,add_to_watchlist,2.0
2709,m/not_another_teen_movie,search,1.0
2709,m/the_perks_of_being_a_wallflower,click,1.0
2710,m/good_time,click,1.0
2710,m/grease,search,1.0
2710,m/the_queen_1968,search,1.0
2711,m/rust_creek,watch,3.5
2711,m/the_help,watch,3.5
2712,m/rocky_ii,click,1.0
2713,m/homefront,search,1.0
2713,m/maktub_2018,search,1.0
2713,m/rocky_ii,watch,3.95
2714,m/1099999-beowulf,search,1.0
2715,m/first_match,watch,2.9
2715,m/the_one,search,1.0
2716,m/skin_trade,watch,2.85
2717,m/scream_3,watch,2.85
2718,m/1112708-conspiracy,search,1.0
2718,m/bombshell_2019,watch,5.0
2718,m/fatima_2020,search,1.0
2718,m/tremors,search,1.0
2720,m/1193743-step_brothers,review,3.0
2720,m/cradle_2_the_grave,add_to_watchlist,2.0
2720,m/the_assignment_2017,review,3.0
2721,m/somewhere_between_2011,add_to_watchlist,2.0
2721,m/the_angry_birds_movie_2,search,1.0
2721,m/the_flintstones,watch,3.5
2722,m/the_lovers_2015,review,3.0
2725,m/1171939-perfect_stranger,watch,3.5
2725,m/holidays,watch,3.45
2727,m/bright_star,review,3.0
2727,m/her,watch,3.5
2727,m/melvin_goes_to_dinner,search,1.0
2727,m/one_2000,click,1.0
2727,m/stuart_little_2,search,1.0
2728,m/1193743-step_brothers,search,1.0
2729,m/calibre,watch,3.0
2729,m/dark_matter,review,3.0
2729,m/persona,search,1.0
2729,m/the_boy_who_harnessed_the_wind,watch,3.75
2729,m/where_the_money_is,search,1.0
2730,m/disconnect_2013,review,3.0
2730,m/fatima_2020,click,1.0
2730,m/the_bling_ring_2013,search,1.0
2731,m/1017321-red_dawn,review,3.0
2731,m/the_siege_of_jadotville,review,3.0
2732,m/1066170-kicking_and_screaming,click,1.0
2734,m/bugs_2006,search,1.0
2734,m/only_god_forgives_2013,review,3.0
2734,m/then_came_you,add_to_watchlist,2.0
2736,m/american_president,search,1.0
2736,m/mystic_river,review,3.0
2737,m/arthur_christmas,watch,3.7
2738,m/the_deep_2013,watch,3.5
2739,m/1002571-blind_date,watch,4.35
2740,m/menashe,watch,3.5
2742,m/black_sea,search,1.0
2743,m/paranoia_2013,watch,3.5
2743,m/the_great_hack,review,3.0
2744,m/kung_fu_panda,watch,4.35
2744,m/lizzie_borden_took_an_ax,watch,3.5
2745,m/1188347-mad_money,search,1.0
2745,m/get_me_roger_stone,watch,4.05
2746,m/ordinary_people,click,1.0
2746,m/queen,add_to_watchlist,2.0
2747,m/ghosts_of_war,search,1.0
2747,m/memoirs_of_a_geisha,click,1.0
2747,m/piano,review,3.0
2747,m/teenage_mutant_ninja_turtles_2013,watch,3.5
2750,m/beneath_the_leaves,click,1.0
2751,m/1169498-bridge,search,1.0
2751,m/anesthesia,watch,3.5
2752,m/city_of_joy_2018,review,3.0
2752,m/daughters_of_the_dust,watch,3.55
2752,m/earth_to_echo,click,1.0
2752,m/jiro_dreams_of_sushi,search,1.0
2752,m/no_escape_2015,click,1.0
2753,m/1003758-cat_people,watch,4.5
2753,m/i_am_mother,review,3.0
2754,m/iris_2015,click,1.0
2754,m/spy_kids,add_to_watchlist,2.0
2755,m/concussion_2015,add_to_watchlist,2.0
2755,m/unfriended,click,1.0
2756,m/black_sea,review,3.0
2756,m/irreplaceable_you,watch,4.4
2757,m/1105382-interview,review,3.0
2757,m/four_weddings_and_a_funeral,search,1.0
2757,m/the_body_remembers_when_the_world_broke_open,click,1.0
2758,m/moonlight_2016,watch,3.75
2758,m/streets_of_fire,add_to_watchlist,2.0
2759,m/16_blocks,search,1.0
2759,m/terrifier,watch,3.5
2760,m/get_smart,click,1.0
2760,m/the_healer_2018,search,1.0
2760,m/young_adult,watch,3.6
2761,m/cabin_fever_2016,watch,4.45
2762,m/1141193-hide_and_seek,review,3.0
2762,m/john_carter,review,3.0
2762,m/mary_magdalene_2019,add_to_watchlist,2.0
2763,m/evolution_2016,add_to_watchlist,2.0
2764,m/10009151-box,review,3.0
2764,m/midnight_special_2015,watch,3.5
2764,m/zoom_2006,search,1.0
2765,m/safe_2011,add_to_watchlist,2.0
2765,m/the_karate_kid_part_iii,search,1.0
2766,m/fruitvale_station,watch,3.9
2766,m/men_who_stare_at_goats,watch,3.0
2767,m/good_time,watch,4.45
2769,m/1922_2017,click,1.0
2769,m/point_blank_2019,search,1.0
2769,m/the_american,add_to_watchlist,2.0
2770,m/hamburger_hill,watch,3.5
2771,m/benji_2018,search,1.0
2771,m/sandy_wexler,watch,3.5
2771,m/the_intouchables,add_to_watchlist,2.0
2772,m/icarus_2017,click,1.0
2772,m/last_boy_scout,review,3.0
2772,m/paddleton,search,1.0
2772,m/small_soldiers,watch,4.2
2773,m/i_am_michael,add_to_watchlist,2.0
2776,m/how_to_be_a_player,watch,2.55
2778,m/cook_off,add_to_watchlist,2.0
2778,m/duck_butter_2018,add_to_watchlist,2.0
2778,m/lost_in_space,watch,3.9
2778,m/paddleton,watch,3.45
2779,m/the_impossible_2012,click,1.0
2780,m/paid_in_full,click,1.0
2781,m/planet_51,click,1.0
2781,m/the_founder,watch,2.55
2782,m/swiss_army_man,watch,2.55
2783,m/scream_3,watch,3.5
2785,m/1003957-chase,watch,3.5
2785,m/the_american_meme,watch,3.15
2785,m/the_silence_2013,click,1.0
2785,m/where_the_money_is,watch,3.5
2786,m/betting_on_zero,search,1.0
2786,m/clockwork_orange,add_to_watchlist,2.0
2786,m/cradle_2_the_grave,search,1.0
2786,m/indiana_jones_and_the_kingdom_of_the_crystal_skull,review,3.0
2786,m/peppermint_2018,search,1.0
2787,m/don_2,search,1.0
2788,m/indiana_jones_and_the_last_crusade,watch,2.95
2788,m/total_recall_2012,watch,4.45
2789,m/1019544-spartacus,watch,4.1
2789,m/man_of_tai_chi,watch,3.5
2789,m/we_summon_the_darkness,watch,3.5
2790,m/piano,search,1.0
2790,m/uncut_gems,add_to_watchlist,2.0
2791,m/jonathan_2018,search,1.0
2791,m/streets_of_fire,watch,3.5
2791,m/the_death_of_stalin,watch,2.65
2791,m/the_theory_of_everything_2014,review,3.0
2792,m/i_am_mother,click,1.0
2792,m/the_conjuring,add_to_watchlist,2.0
2792,m/the_grandmaster,watch,3.85
2793,m/1019026-simon,search,1.0
2793,m/cleopatra_jones,search,1.0
