movie_id,content_type,title,director,cast,country,genres,content_rating,original_release_date,streaming_release_date,runtime,production_company,audience_status,audience_rating,audience_count,description
m/arthur_2011,Movie,Arthur,Jason Winer,"Russell Brand, Helen Mirren, Greta Gerwig, Jennifer Garner, Geraldine James, Luis Guzmán, Nick Nolte, Christina Jacquelyn Calph, Murphy Guyer, José Ramón Rosario",United States,"Comedies, Romantic Movies",PG-13,2011-04-08,2013-01-01,110.0,Warner Bros.,Spilled,44.0,45552.0,russell brand star remake philanderer must decide whether give inheritance million sake romance.
m/as_good_as_it_gets,Movie,As Good as It Gets,James L. Brooks,"Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight, Yeardley Smith, Lupe Ontiveros",United States,"Comedies, Romantic Movies",PG-13,1997-12-23,2012-04-16,138.0,TriStar Pictures,Upright,86.0,378698.0,"structured world sour, obsessive-compulsive author crumbles he's drawn life stressed-out single mom gay neighbor."
m/at_first_light,Movie,At First Light,Jason Stone,"Stefanie Scott, Theodore Pellerin, Percy Hynes White, Kate Burton, Saïd Taghmaoui, Kristin Booth, James Wotherspoon",Canada,"Dramas, Sci-Fi & Fantasy",NR,2018-09-28,2018-09-28,91.0,Gravitas Ventures,Spilled,49.0,71.0,"mysterious light imbue extraordinary powers, teenager go run authority friend harbor crush her."
m/atm,Movie,ATM,Mez Tharatorn,"Chantavit Dhanasevi, Preechaya Pongthananikorn, Chaleumpol Tikumpornteerawong, Thawat Pornrattanaprasert, Sananthachat Thanapatpisal, Pongkool Suebsung, Puttachat Pongsuchat, Gornpop Janjaroen, Yanee Tramoth, Pongsatorn Jongwilak","United States, Canada","Comedies, International Movies, Romantic Movies",R,2012-04-06,2017-03-13,90.0,IFC Films,Spilled,23.0,10064.0,"broken atm dish fortune, couple work bank vies see recover cash – loser must find new job."
m/babel,Movie,Babel,Alejandro G. Iñárritu,"Brad Pitt, Cate Blanchett, Gael García Bernal, Koji Yakusho, Adriana Barraza, Rinko Kikuchi, Said Tarchani, Boubker Ait El Caid, Elle Fanning, Nathan Gamble, Mohamed Akhzam","France, United States, Mexico","Dramas, Independent Movies",R,2006-10-27,2013-08-01,142.0,Paramount Classics,Upright,77.0,377310.0,"american couple vacationing morocco fall victim random act violence, series event unfolds across four countries."
m/backcountry,Movie,Backcountry,Adam MacDonald,"Missy Peregrym, Jeff Roop, Eric Balfour, Nicholas Campbell",Canada,"Horror Movies, Independent Movies, Thrillers",R,2015-03-20,2016-11-30,92.0,IFC Films,Spilled,53.0,2926.0,weekend hike urbanites alex jenn take dangerous turn become lost deep remote territory menacing bear.
m/1062483-bad_boys,Movie,Bad Boys,Michael Bay,"Will Smith, Martin Lawrence, Téa Leoni, Tchéky Karyo, Theresa Randle, Joe Pantoliano, Emmanuel Xuereb, Michael Imperioli, Nestor Serrano, Julio Oscar Mechoso",United States,"Action & Adventure, Comedies",R,1995-05-19,2014-02-12,118.0,Sony Pictures Home Entertainment,Upright,78.0,660862.0,"fast-paced actioner, two miami narcotic cop hot trail master crook snatched $100 million worth heroin."
m/bad_boys_1982,Movie,Bad Boys,Michael Bay,"Will Smith, Martin Lawrence, Téa Leoni, Tchéky Karyo, Theresa Randle, Joe Pantoliano, Emmanuel Xuereb, Michael Imperioli, Nestor Serrano, Julio Oscar Mechoso",United States,"Action & Adventure, Comedies",R,1982-06-01,2016-12-29,123.0,HBO Video,Upright,81.0,61585.0,"fast-paced actioner, two miami narcotic cop hot trail master crook snatched $100 million worth heroin."
m/bad_boys_ii,Movie,Bad Boys II,Michael Bay,"Will Smith, Martin Lawrence, Jordi Mollà, Gabrielle Union, Peter Stormare, Theresa Randle, Joe Pantoliano, Michael Shannon, Jon Seda, Yul Vazquez",United States,"Action & Adventure, Comedies",R,2003-07-18,2012-04-16,146.0,Sony Pictures Entertainment,Upright,78.0,501951.0,"hyperkinetic sequel, pair miami narcotic cop investigate cuban drug kingpin's connection florida's influx ecstasy."
m/bad_education,TV Show,Bad Education,Unknown,"Jack Whitehall, Mathew Horne, Sarah Solemani, Michelle Gomez, Nikki Runeckles, Kae Alexander, Layton Williams, Ethan Lawrence, Charlie Wernham, Jack Binstead, Jack Bence, Harry Enfield",United Kingdom,"British TV Shows, TV Comedies",NC17,2004-11-19,2015-01-25,104.0,Sony Pictures Classics,Upright,86.0,46226.0,"history teacher posh abbey grove, alfie wicker something truly special: he's school's, england's, single worst educator."
m/10008856-badland,Movie,Badland,Justin Lee,"Kevin Makely, Bruce Dern, Mira Sorvino, Trace Adkins, Wes Studi, Tony Todd, Jeff Fahey, James Russo, Amanda Wyss",United States,Dramas,R,2007-11-30,2017-01-19,165.0,Arcangelo Entertainment,Spilled,54.0,294.0,detective license kill roams old west wrangle confederate war criminal meet pioneer woman throw journey track.
m/balto,Movie,Balto,Simon Wells,"Kevin Bacon, Bob Hoskins, Bridget Fonda, Jim Cummings, Phil Collins, Jack Angel, Danny Mann, Robbie Rist",United States,"Children & Family Movies, Dramas",G,1995-12-22,2014-11-10,77.0,MCA Universal Home Video,Upright,70.0,71758.0,"balto, half wolf half dog, endures taunt disapproving human guide precious cargo medicine alaskan winter."
m/band_aid_2017,Movie,Band Aid,Zoe Lister-Jones,"Zoe Lister-Jones, Adam Pally, Fred Armisen, Susie Essman, Retta, Hannah Simone, Brooklyn Decker, Angelique Cabral, Colin Hanks, Ravi V. Patel, Jamie Chung, Erinn Hayes, Gillian Zinser, Jesse Williams",United States,"Comedies, Dramas, Independent Movies",NR,2017-06-02,2017-08-29,94.0,IFC Films,Upright,73.0,3249.0,"young married couple try save disintegrating relationship turning fight songs, help oddball neighbor."
m/baseketball,Movie,BASEketball,David Zucker,"Trey Parker, Matt Stone, Dian Bachar, Yasmine Bleeth, Jenny McCarthy, Ernest Borgnine, Robert Vaughn, Trevor Einhorn",United States,"Comedies, Sports Movies",R,1998-07-31,2012-06-15,103.0,Universal Pictures,Upright,74.0,196388.0,"two slackers' made-up sport, baseketball, becomes national craze, hope cash basketball/baseball hybrid's popularity."
m/basic_instinct,Movie,Basic Instinct,Paul Verhoeven,"Michael Douglas, Sharon Stone, George Dzundza, Jeanne Tripplehorn, Denis Arndt, Leilani Sarelle, Bruce A. Young, Chelcie Ross, Dorothy Malone, Wayne Knight, Daniel von Bargen, Stephen Tobolowsky","United States, France","Classic Movies, Thrillers",R,1992-03-20,2015-12-15,127.0,Artisan Entertainment,Upright,63.0,132019.0,detective investigating rock star's brutal murder becomes drawn prime suspect — mysterious novelist whose recent book mirror crime.
m/bathtubs_over_broadway,Movie,Bathtubs Over Broadway,Dava Whisenant,Steve Young,United States,"Documentaries, Music & Musicals",PG-13,2018-11-30,2019-04-09,87.0,Focus Features,Upright,91.0,161.0,"comedy writer david letterman unearths hidden world hilariously bizarre musicals, turn toe-tapping obsession."
m/becoming_jane,Movie,Becoming Jane,Julian Jarrold,"Anne Hathaway, James McAvoy, Julie Walters, James Cromwell, Maggie Smith, Laurence Fox, Ian Richardson","United Kingdom, Ireland","Dramas, Romantic Movies",PG,2007-08-03,2016-08-26,120.0,Miramax Films,Upright,74.0,135506.0,passionate romance roguish barrister tom lefroy serf inspiration work budding novelist jane austen.
m/bedtime_stories,Movie,Bedtime Stories,Adam Shankman,"Adam Sandler, Keri Russell, Guy Pearce, Russell Brand, Richard Griffiths, Jonathan Pryce, Courteney Cox, Lucy Lawless, Teresa Palmer, Aisha Tyler, Laura Ann Kesling, Jackie Sandler, Lorna Scott, Dana Min Goodman, Andrew Collins, Jonathan Loughran, Jonathan Morgan Heit, Nick Swardson, Tim Herlihy, Billy Tyler, Johntae Lipscomb, Mikey Post, Sebastian Saraceno, Bill Romanowski, Sadie Sandler, Carmen Electra, Allen Covert, Kathryn Joosten, Annalise Basso, Blake Clark, Julia Lea Wolov, Sarah G. Buxton",United States,"Children & Family Movies, Comedies",PG,2008-12-25,2015-11-23,99.0,Walt Disney Pictures,Spilled,55.0,216519.0,skeeter's life turned upside fantastical story make entertain niece nephew inexplicably turn reality.
m/before_the_flood_2016,Movie,Before the Flood,Fisher Stevens,Leonardo DiCaprio,United States,Documentaries,PG,2016-10-30,2016-10-31,93.0,Appian Way Productions,Upright,77.0,4845.0,leonardo dicaprio crisscross globe investigate consequence man-made globe warming measure taken reverse it.
m/beneath_the_leaves,Movie,Beneath the Leaves,Adam Marino,"Mira Sorvino, Kristoffer Polaha, Doug Jones, Paul Sorvino, Aaron Farb, Ser'Darius Blain, Christopher Backus, Christopher Masterson, Tommy Kijas, Kee Seymore, Marla Adams",United States,"Independent Movies, Thrillers",NR,2019-02-08,2019-02-08,90.0,Vertical Entertainment,Spilled,9.0,64.0,"escaped psychopathic child killer face one former victims, since become hard-nosed detective."
m/betting_on_zero,Movie,Betting on Zero,Ted Braun,William Ackman,United States,Documentaries,NR,2017-03-17,2017-04-08,99.0,Zipper Bros. Films,Upright,79.0,970.0,"documentary dive complex world herbalife, international nutritional product company accused pyramid scheme."
m/bhool_bhulaiyaa,Movie,Bhool Bhulaiyaa,Priyadarshan,"Akshay Kumar, Vidya Balan, Ameesha Patel, Shiney Ahuja, Paresh Rawal, Rajpal Yadav, Manoj Joshi, Asrani, Vikram Gokhale, Rasika Joshi",India,"Dramas, International Movies, Thrillers",NR,2007-10-12,2017-08-04,155.0,Eros Entertainment,Upright,72.0,4959.0,"siddharth dismisses warning palace might haunted, ghostly occurrence force reconsider beliefs."
m/big_daddy,Movie,Big Daddy,Dennis Dugan,"Adam Sandler, Joey Lauren Adams, Jon Stewart, Cole Sprouse, Dylan Sprouse, Josh Mostel, Leslie Mann, Allen Covert, Rob Schneider, Kristy Swanson",United States,Comedies,PG-13,1999-06-25,2012-04-16,93.0,Columbia Pictures,Upright,74.0,1052217.0,"dumped girlfriend refuse accept responsibility, overgrown adolescent sonny koufax adopts 5-year-old prove he's grownup."
m/big_fat_liar,Movie,Big Fat Liar,Shawn Levy,"Frankie Muniz, Paul Giamatti, Amanda Bynes, Amanda Detmer, Donald Faison, Sandra Oh, Russell Hornsby, Michael Bryan French, Christine Tucci, Lee Majors, John Cho","United States, Germany","Children & Family Movies, Comedies",PG,2002-02-08,2016-08-10,88.0,Universal Pictures,Spilled,44.0,400127.0,junior high student jason kaylee take action greedy hollywood producer turn jason's essay hit film without giving credit.
m/big_kill,Movie,Big Kill,Scott Martin,"Christoph Sanders, Jason Patric, Clint Glenn Hummel, Lou Diamond Phillips, Danny Trejo, Scott Martin, Elizabeth McLaughlin, Stephanie Beran, K.C. Clyde, Michael Paré",United States,Action & Adventure,R,2018-10-19,2019-03-19,129.0,Archstone Distribution,Upright,60.0,86.0,tenderfoot two gambler seeking fortune boom town instead find defending gunslinging preacher gang.
m/billy_elliot,Movie,Billy Elliot,Stephen Daldry,"Jamie Bell, Gary Lewis, Stuart Wells, Billy Fane, Colin MacLachlan, Nicola Blackwell, Carol McGuigan, Joe Renton, Janine Birkett, Charlie Hardwick, Mike Elliot, Jean Heywood, Jamie Draven, Julie Walters, Trevor Fox, Adam Cooper","United Kingdom, France","Dramas, Independent Movies, International Movies",R,2000-11-03,2016-05-18,110.0,NCM Fathom,Upright,89.0,280591.0,"boy trade boxing school ballet lessons, may take newfound talent way top - win disapproving father."
m/bitch_2017,Movie,Bitch,Marianna Palka,"Jason Ritter, Jaime King, Marianna Palka, Brighton Sharbino, Rio Mangini, Jason Maybaum, Kingston Foster, Arielle Kebbel, Martin Starr, Roger Guenveur Smith, Caroline Aaron, Bill Smitrovich",United States,"Comedies, Dramas, Independent Movies",NR,2017-11-10,2017-11-10,96.0,Dark Sky Films,Spilled,30.0,224.0,"cracking demand child philandering, thankless husband, overworked suburban mother assumes persona ferocious dog."
m/black_hawk_down,Movie,Black Hawk Down,Ridley Scott,"Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana, William Fichtner, Ewen Bremner, Sam Shepard, Gabriel Casseus, Kim Coates, Hugh Dancy, Ron Eldard, Ioan Gruffudd, Tom Guiry, Charlie Hofheimer, Danny Hoch, Jason Isaacs, Zeljko Ivanek, Glenn Morshower, Jeremy Piven, Brendan Sexton III","United States, United Kingdom","Action & Adventure, Dramas",R,2001-12-28,2016-03-10,144.0,Sony Pictures,Upright,88.0,473094.0,"u.s. force attempt capture two underling somali warlord, helicopter shot american suffer heavy casualties."
m/black_panther_2018,Movie,Black Panther,Ryan Coogler,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Sterling K. Brown, Angela Bassett, Forest Whitaker, Andy Serkis, Florence Kasumba, John Kani, David S. Lee, Stan Lee",United States,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2018-02-16,2018-05-02,134.0,Marvel Studios,Upright,79.0,88211.0,"t'challa, superpowered new leader hidden, highly advanced african nation wakanda, strives protect home enemy old new."
m/black_snake_moan,Movie,Black Snake Moan,Craig Brewer,"Samuel L. Jackson, Christina Ricci, Justin Timberlake, S. Epatha Merkerson, John Cothran, David Banner, Michael Raymond-James, Adriane Lenox, Kim Richards, Neimus K. Williams",United States,"Dramas, Independent Movies",R,2007-03-02,2013-08-01,118.0,Paramount Vantage,Upright,69.0,413565.0,"lazarus find rae beaten near death, act father figure help redeem her. saving anyone, lazarus must face demons."
m/blackfish_2013,Movie,Blackfish,Gabriela Cowperthwaite,Unknown,United States,Documentaries,PG-13,2013-07-19,2016-12-05,83.0,Magnolia Pictures,Upright,90.0,28675.0,"fascinating documentary examines life performing killer whale tilikum, caused death several people captivity."
m/blackway,Movie,Blackway,Daniel Alfredson,"Anthony Hopkins, Julia Stiles, Alexander Ludwig, Ray Liotta, Hal Holbrook, Lochlyn Munro, Steve Bacic, Aaron Pearl, Aleks Paunovic",United States,Thrillers,R,2016-06-10,2016-08-10,90.0,Enderby Entertainment,Spilled,28.0,879.0,"menaced psychopath who's got local cop scared, waitress lillian turn mysterious old logger help turn table stalker."
m/blaze,Movie,Blaze,Ethan Hawke,"Benjamin Dickey, Alia Shawkat, Josh Hamilton, Charlie Sexton, Sam Rockwell, Wyatt Russell, Steve Zahn, Kris Kristofferson, Richard Linklater, David Kallaway, Ritchie Montgomery",United States,"Dramas, Independent Movies, Music & Musicals",R,1989-12-13,2016-08-10,118.0,Touchstone Pictures,Spilled,47.0,2117.0,"influential, unsung country songwriter reflects career, love life drove write personal music."
m/blaze_2018,Movie,Blaze,Ethan Hawke,"Benjamin Dickey, Alia Shawkat, Josh Hamilton, Charlie Sexton, Sam Rockwell, Wyatt Russell, Steve Zahn, Kris Kristofferson, Richard Linklater, David Kallaway, Ritchie Montgomery",United States,"Dramas, Independent Movies, Music & Musicals",R,2018-08-17,2019-01-23,127.0,Sundance Selects,Upright,68.0,832.0,"influential, unsung country songwriter reflects career, love life drove write personal music."
m/blood_father,Movie,Blood Father,Jean-François Richet,"Mel Gibson, Erin Moriarty, Diego Luna, Michael Parks, William H. Macy, Miguel Sandoval, Dale Dickey, Richard Cabral, Daniel Moncada, Ryan Dorsey",France,"Action & Adventure, International Movies",R,2016-08-12,2016-10-11,88.0,Unknown,Upright,63.0,9869.0,ex-convict estranged father find chance prove daughter seek help shaking dangerous group drug dealers.
m/blow,Movie,Blow,Ted Demme,"Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths, Paul Reubens, Jordi Mollà, Cliff Curtis, Miguel Sandoval, Ethan Suplee, Ray Liotta",United States,Dramas,R,2001-04-06,2015-05-08,124.0,New Line Cinema,Upright,87.0,384877.0,cocaine smuggler george rise poverty become one biggest drug dealer america eventual downfall.
m/blue_jasmine,Movie,Blue Jasmine,Woody Allen,"Cate Blanchett, Sally Hawkins, Alec Baldwin, Louis C.K., Bobby Cannavale, Andrew Dice Clay, Peter Sarsgaard, Michael Stuhlbarg, Tammy Blanchard, Max Casella, Alden Ehrenreich",United States,"Comedies, Dramas, Independent Movies",PG-13,2013-07-26,2015-06-06,98.0,Sony Pictures Classics,Upright,77.0,49099.0,high life lead high anxiety fashionable new york city homemaker crisis find forced live modest lifestyle.
m/blue_ruin,Movie,Blue Ruin,Jeremy Saulnier,"Macon Blair, Devin Ratray, Amy Hargreaves, Kevin Kolack, Eve Plumb, David W. Thompson, Brent Werzner, Stacy Rock, Sidné Anderson, Sandy Barnett, Bonnie Johnson","United States, France","Independent Movies, Thrillers",R,2014-04-25,2016-08-10,90.0,Radius-TWC,Upright,79.0,19655.0,"bad news past unhinges vagabond dwight evans, sending mission bloody retribution take childhood hometown."
m/blue_streak,Movie,Blue Streak,Les Mayfield,"Martin Lawrence, Luke Wilson, Peter Greene, Dave Chappelle, Nicole Ari Parker, Graham Beckel, Robert Miranda, Olek Krupa, Saverio Guerra, Richard C. Sarafian, William Forsythe","Germany, United States","Action & Adventure, Comedies",PG-13,1999-09-17,2014-02-12,94.0,Sony Pictures Home Entertainment,Upright,65.0,201576.0,jewel thief return hiding place stint jail — find diamond buried newly constructed police station.
m/blue_valentine,Movie,Blue Valentine,Derek Cianfrance,"Ryan Gosling, Michelle Williams, Faith Wladyka, John Doman, Mike Vogel, Ben Shenkman, Jen Jones, Maryann Plunkett, Marshall Johnson, James Benatti, Barbara Troy, Carey Westbrook, Enid Graham",United States,"Dramas, Independent Movies, Romantic Movies",R,2010-12-29,2017-04-01,120.0,Weinstein Company,Upright,77.0,59213.0,"cindy dean muddle languishing marriage, hearken back golden day life filled possibility romance."
m/1162559-bobby,Movie,Bobby,Raj Kapoor,"Rishi Kapoor, Dimple Kapadia, Pran, Prem Nath, Sonia Sahni, Durga Khote, Aruna Irani, Prem Chopra, Farida Jalal",India,"Classic Movies, Dramas, International Movies",R,2006-11-23,2016-08-10,119.0,The Weinstein Co.,Upright,72.0,45038.0,"raj, son strict, wealthy parents, fall love bobby, daughter poor christian fisherman – romance parent oppose."
m/bokeh_2017,Movie,Bokeh,"Geoffrey Orthwein, Andrew Sullivan","Maika Monroe, Matt O'Leary, Arnar Jónsson, Gunnar Helgason, Berglind Rós Sigurðardóttir","United States, Iceland","Dramas, Independent Movies, Sci-Fi & Fantasy",NR,2017-03-24,2017-04-14,92.0,Screen Media Films,Spilled,24.0,536.0,"learning sole survivor eerie apocalypse, young american couple vacation iceland ponder love future."
m/bolt,Movie,Bolt,"Byron Howard, Chris Williams","John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton, Greg Germann, Diedrich Bader, Nick Swardson, J.P. Manoux, Dan Fogelman, Kari Wahlgren, Chloë Grace Moretz, Randy Savage, Ronn Moss, John DiMaggio, Daran Norris, Jeff Bennett, Brian Stepanek, Todd Cummings",United States,"Children & Family Movies, Comedies",PG,2008-11-21,2015-11-23,96.0,Walt Disney Pictures,Upright,74.0,315295.0,"tale follows german shepherd bolt, canine actor make cross-country trek he's mistakenly shipped hollywood new york city."
m/bonnie_and_clyde,Movie,Bonnie and Clyde,Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman, Estelle Parsons, Denver Pyle, Dub Taylor, Evans Evans, Gene Wilder",United States,"Action & Adventure, Classic Movies, Dramas",R,1967-08-13,2008-08-15,111.0,Warner Brothers/Seven Arts,Upright,88.0,56566.0,"bonnie parker clyde barrow young, love run bullet-riddled bank robbery spree across depression-ravaged america."
m/brave_new_jersey_2017,Movie,Brave New Jersey,Jody Lambert,"Tony Hale, Anna Camp, Sam Jaeger, Heather Burns, Dan Bakkedahl, Raymond J. Barry, Erika Alexander, Mel Rodriguez, Evan Jonigkeit, Grace Kaufman",United States,"Comedies, Independent Movies",NR,2017-08-04,2017-08-04,91.0,Gravitas Ventures,Spilled,37.0,158.0,small-town resident mistake orson welles radio broadcast news alien invasion emboldened act await apocalypse.
m/brick,Movie,Brick,Rian Johnson,"Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss, Matt O'Leary, Emilie de Ravin, Noah Segan, Richard Roundtree, Meagan Good, Brian White",United States,"Independent Movies, Thrillers",R,2006-04-21,2014-02-12,109.0,Focus Features,Upright,86.0,105728.0,teenage loner brendan fry navigates high school's intense social network discover killer's identity secret crush murdered.
m/buffalo_boys_2019,Movie,Buffalo Boys,Mike Wiluan,"Yoshua Sudarso, Ario Bayu, Pevita Pearce, Tio Pakusadewo, Reinout Bussemaker, Mikha Tambayong, Happy Salma, Alex Abbad, Zack Lee","Indonesia, Singapore","Action & Adventure, International Movies",NR,2019-01-11,2019-01-11,102.0,Unknown,Spilled,39.0,103.0,two indonesian brother learn way american cowboy returning home avenge murder father.
m/bugs_2006,Movie,Bugs,Andreas Johnsen,Unknown,"Netherlands, Denmark, France, Germany","Documentaries, International Movies",NR,2003-07-25,2007-06-05,40.0,SK Films,Spilled,58.0,790.0,willing team chef researcher go gastronomic adventure around globe weigh benefit using bug future food source.
m/burlesque,Movie,Burlesque,Steve Antin,"Cher, Christina Aguilera, Alan Cumming, Eric Dane, Cam Gigandet, Julianne Hough, Peter Gallagher, Kristen Bell, Stanley Tucci, Dianna Agron",United States,"Dramas, Romantic Movies",PG-13,2010-11-24,2012-05-01,116.0,Sony Pictures/Screen Gems,Upright,64.0,66137.0,"leaving iowa star eyes, ali arrives los angeles burlesque lounge dream taking stage soaring voice."
m/bushwick_2017,Movie,Bushwick,"Cary Murnion, Jonathan Milott","Dave Bautista, Brittany Snow, Angelic Zambrana, Jeremie Harris, Myra Lucretia Taylor, Arturo Castro, Christian Navarro",United States,"Action & Adventure, Independent Movies",NR,2017-08-25,2017-08-25,94.0,RLJ Entertainment,Spilled,31.0,700.0,"diverse neighborhood besieged mysterious militia, grad student ex-marine become unlikely team battle survival."
m/butterfield_8,Movie,Butterfield 8,Daniel Mann,"Elizabeth Taylor, Laurence Harvey, Eddie Fisher, Dina Merrill, Mildred Dunnock, Betty Field, Jeffrey Lynn, Susan Oliver",United States,"Classic Movies, Dramas, Romantic Movies",NR,1960-11-04,2009-01-01,109.0,MGM Home Entertainment,Spilled,57.0,4072.0,"elizabeth taylor oscar gloria wandrous, stylish call girl yearns go straight, especially think found mr. right."
m/1125409-cabin_fever,Movie,Cabin Fever,Travis Zariwny,"Gage Golightly, Matthew Daddario, Samuel Davis, Nadine Crocker, Dustin Ingram, Randy Schulman",United States,"Horror Movies, Thrillers",R,2002-09-01,2016-05-23,94.0,Lion's Gate Films,Spilled,44.0,250223.0,"flesh-eating virus rip way remote woodland cabin, terrified teen vacationing inside wonder who'll fall victim next."
m/cabin_fever_2016,Movie,Cabin Fever,Travis Zariwny,"Gage Golightly, Matthew Daddario, Samuel Davis, Nadine Crocker, Dustin Ingram, Randy Schulman",United States,"Horror Movies, Thrillers",R,2016-02-12,2016-10-01,99.0,Pelican Point Media,Spilled,12.0,695.0,"flesh-eating virus rip way remote woodland cabin, terrified teen vacationing inside wonder who'll fall victim next."
m/cake_2015,Movie,Cake,Asim Abbasi,"Aamina Sheikh, Sanam Saeed, Adnan Malik, Mohammad Ahmad, Beo Rana Zafar, Faris Khalid, Hira Hussain, Mikaal Zulfiqar","United Kingdom, Pakistan","Comedies, Dramas, International Movies",R,2015-01-23,2015-11-19,102.0,Cinelou Films,Spilled,44.0,15356.0,"aging father’s illness reunites two sister one roof, new tension arise old wound hidden secret surface."
m/calendar_girls,Movie,Calendar Girls,Madhur Bhandarkar,"Akanksha Puri, Avani Modi, Kyra Dutt, Ruhi Singh, Satarupa Pyne, Mita Vashisht, Keith Sequeira, Deepak Wadhwa, Indraneil Sengupta, Vikram Sakhalkar",India,"Dramas, International Movies",PG-13,2003-12-19,2015-11-07,108.0,Buena Vista Pictures,Upright,67.0,74464.0,five calendar model try navigate twist turn thrown path seductive ruthless world glamour.
m/candyman,Movie,Candyman,Bernard Rose,"Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons, Vanessa Williams, DeJuan Guy, Michael Culkin, Stanley DeSantis","United States, United Kingdom","Cult Movies, Horror Movies",R,1992-10-16,2013-11-27,98.0,TriStar Pictures,Upright,62.0,134252.0,"grad student helen lyle unintentionally summons candyman, hook-handed creature made flesh people's belief him."
m/carol,Movie,Carol,Todd Haynes,"Cate Blanchett, Rooney Mara, Sarah Paulson, Kyle Chandler, Jake Lacy, John Magaro, Cory Michael Smith, Carrie Brownstein, Kevin Crowley, Nik Pajic","United Kingdom, United States, Australia","Dramas, LGBTQ Movies, Romantic Movies",R,2015-11-20,2016-11-08,118.0,The Weinstein Company,Upright,74.0,29621.0,"1950s, glamorous married woman aspiring photographer embark passionate, forbidden romance forever change lives."
m/1003625-carrie,Movie,Carrie,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving, William Katt, John Travolta, Nancy Allen, Betty Buckley, P.J. Soles, Priscilla Pointer, Sydney Lassick, Stefan Gierasch, Michael Talbott, Doug Cox, Harry Gold, Noelle North",United States,"Classic Movies, Cult Movies, Horror Movies",R,1976-11-16,2015-08-27,98.0,United Artists,Upright,77.0,353052.0,"outcast teen telekinetic ability lash deadly power high school ""in crowd"" torment sick joke prom."
m/1123000-carrie,Movie,Carrie,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving, William Katt, John Travolta, Nancy Allen, Betty Buckley, P.J. Soles, Priscilla Pointer, Sydney Lassick, Stefan Gierasch, Michael Talbott, Doug Cox, Harry Gold, Noelle North",United States,"Classic Movies, Cult Movies, Horror Movies",NR,2002-11-04,2016-11-30,150.0,NBC,Spilled,50.0,77581.0,"outcast teen telekinetic ability lash deadly power high school ""in crowd"" torment sick joke prom."
m/carrie,Movie,Carrie,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving, William Katt, John Travolta, Nancy Allen, Betty Buckley, P.J. Soles, Priscilla Pointer, Sydney Lassick, Stefan Gierasch, Michael Talbott, Doug Cox, Harry Gold, Noelle North",United States,"Classic Movies, Cult Movies, Horror Movies",R,2013-10-18,2016-11-29,99.0,Sony Pictures,Spilled,44.0,82160.0,"outcast teen telekinetic ability lash deadly power high school ""in crowd"" torment sick joke prom."
m/carrie_1952,Movie,Carrie,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving, William Katt, John Travolta, Nancy Allen, Betty Buckley, P.J. Soles, Priscilla Pointer, Sydney Lassick, Stefan Gierasch, Michael Talbott, Doug Cox, Harry Gold, Noelle North",United States,"Classic Movies, Cult Movies, Horror Movies",NR,1952-01-01,2017-01-01,118.0,Paramount Pictures,Spilled,59.0,517.0,"outcast teen telekinetic ability lash deadly power high school ""in crowd"" torment sick joke prom."
m/1215790-carriers,Movie,Carriers,"Àlex Pastor, David Pastor","Lou Taylor Pucci, Chris Pine, Piper Perabo, Emily VanCamp, Christopher Meloni, Kiernan Shipka, Ron McClary, Mark Moses",United States,"Horror Movies, Sci-Fi & Fantasy, Thrillers",PG-13,2009-09-04,2014-06-06,84.0,Paramount Vantage,Spilled,39.0,93949.0,"lethal virus spread globally, four friend seek reputed plague-free haven. avoiding infected, traveler turn one another."
m/1003722-casino_royale,Movie,Casino Royale,Martin Campbell,"Daniel Craig, Judi Dench, Eva Green, Jeffrey Wright, Mads Mikkelsen, Giancarlo Giannini","United Kingdom, Czech Republic, United States, Germany, Bahamas",Action & Adventure,G,1967-04-27,2016-03-08,131.0,Columbia Pictures,Spilled,34.0,33192.0,"daniel craig make debut newly minted agent 007, who's pitted infamous financier global terrorism – poker table."
m/casino_royale,Movie,Casino Royale,Martin Campbell,"Daniel Craig, Judi Dench, Eva Green, Jeffrey Wright, Mads Mikkelsen, Giancarlo Giannini","United Kingdom, Czech Republic, United States, Germany, Bahamas",Action & Adventure,PG-13,2006-11-17,2016-11-30,144.0,Sony,Upright,89.0,703669.0,"daniel craig make debut newly minted agent 007, who's pitted infamous financier global terrorism – poker table."
