user_id,movie_id,watch_date,completion_rate,location,time_of_day,social_context,mood,device
4121,m/defiance_2008,2023-11-02,0.7,Outdoor,Afternoon,Family,Stressed,Smartphone
3011,m/terrifier,2023-02-06,0.94,Outdoor,Night,Partner,Stressed,Smartphone
115,m/clear_and_present_danger,2023-06-08,0.87,Travel,Afternoon,Friends,Sad,Smartphone
1877,m/sin_city,2023-04-25,0.97,Work,Night,Alone,Stressed,Smartphone
1810,m/paranorman,2023-11-03,0.85,Work,Morning,Friends,Sad,Laptop
162,m/standoff_2016,2023-11-29,0.76,Outdoor,Morning,Friends,Excited,Laptop
4558,m/maniac_1934,2023-01-02,0.95,Work,Afternoon,Family,Tired,Smartphone
1139,m/i_am_sam,2023-01-04,0.55,Work,Evening,Alone,Tired,Smart TV
2474,m/porto_2017,2023-12-02,0.7,Outdoor,Morning,Alone,Stressed,Smartphone
2973,m/the_little_mermaid_1989,2023-12-07,0.8,Travel,Morning,Family,Tired,Laptop
3220,m/the_short_game,2023-10-20,0.56,Outdoor,Afternoon,Family,Relaxed,Smartphone
638,m/hangman_2015,2023-02-06,0.69,Work,Afternoon,Friends,Relaxed,Smartphone
2431,m/pulp_fiction,2023-10-27,0.81,Travel,Morning,Alone,Happy,Smart TV
3215,m/adore_2013,2023-05-09,0.7,Outdoor,Night,Friends,Stressed,Smartphone
4970,m/crying_game,2023-05-08,0.7,Travel,Evening,Alone,Excited,Tablet
1024,m/1213999-brothers,2023-02-27,0.69,Travel,Night,Alone,Sad,Smart TV
4948,m/the_assignment_2017,2023-05-05,0.96,Home,Evening,Alone,Excited,Smartphone
2873,m/1031385-jungle_book,2023-06-05,0.83,Travel,Night,Family,Stressed,Smartphone
4747,m/reversing_roe,2023-01-17,0.57,Outdoor,Evening,Partner,Tired,Smartphone
3675,m/special_correspondents,2023-11-20,0.7,Outdoor,Evening,Friends,Happy,Smartphone
1772,m/cousins,2023-11-06,0.7,Work,Evening,Friends,Sad,Smartphone
1817,m/ravenous,2023-08-22,0.7,Work,Afternoon,Friends,Stressed,Smartphone
1162,m/1189844-the_bank_job,2023-04-11,0.7,Home,Evening,Friends,Sad,Tablet
637,m/the_forest_of_love,2023-03-24,0.7,Travel,Evening,Friends,Relaxed,Smartphone
76,m/pusher_2012,2023-01-07,0.94,Outdoor,Night,Family,Tired,Smart TV
4175,m/una_2017,2023-10-09,0.81,Outdoor,Morning,Friends,Stressed,Smartphone
4412,m/asoka,2023-02-12,0.68,Work,Afternoon,Family,Relaxed,Smartphone
3213,m/tracers,2023-06-27,0.7,Travel,Evening,Partner,Excited,Laptop
2246,m/mystery_men,2023-01-10,0.59,Outdoor,Afternoon,Partner,Tired,Smart TV
2868,m/recovery_boys,2023-02-17,0.7,Travel,Evening,Friends,Sad,Smartphone
3063,m/every_time_i_die,2023-10-19,0.83,Home,Morning,Alone,Excited,Smartphone
277,m/the_duel_2016,2023-05-30,0.7,Outdoor,Evening,Friends,Sad,Tablet
3927,m/1012611-lolita,2023-01-05,0.53,Outdoor,Night,Family,Sad,Smartphone
705,m/krystal,2023-07-05,0.71,Outdoor,Morning,Alone,Tired,Smartphone
675,m/dallas_buyers_club_2013,2023-05-25,0.7,Work,Afternoon,Family,Excited,Tablet
891,m/kaleidoscope_2017,2023-11-21,0.88,Outdoor,Night,Friends,Happy,Smart TV
3432,m/1104385-hannibal,2023-09-14,0.7,Travel,Evening,Friends,Sad,Smartphone
35,m/jinn_2014,2023-02-28,0.56,Travel,Night,Friends,Tired,Smartphone
449,m/kung_fu_panda,2023-09-23,0.7,Travel,Morning,Alone,Happy,Smart TV
725,m/hamburger_hill,2023-05-10,0.99,Travel,Evening,Family,Sad,Smartphone
182,m/chopsticks,2023-05-12,0.7,Home,Evening,Friends,Sad,Tablet
2776,m/how_to_be_a_player,2023-08-27,0.51,Travel,Afternoon,Friends,Excited,Smartphone
2372,m/cradle_2_the_grave,2023-09-11,0.78,Home,Night,Friends,Stressed,Smartphone
777,m/haunting_of_molly_hartley,2023-05-26,0.56,Work,Evening,Partner,Stressed,Laptop
329,m/one_of_us_2017,2023-06-13,0.75,Home,Evening,Family,Sad,Tablet
2163,m/10009254-shutter,2023-03-17,0.84,Outdoor,Evening,Alone,Excited,Smart TV
2928,m/monty_python_and_the_holy_grail,2023-10-13,0.7,Outdoor,Evening,Alone,Tired,Laptop
2484,m/1017502-revenge,2023-02-23,0.6,Outdoor,Evening,Partner,Stressed,Smart TV
4191,m/the_impossible_2012,2023-08-25,0.5,Outdoor,Evening,Friends,Stressed,Smartphone
4449,m/polaroid_2019,2023-03-17,0.65,Outdoor,Afternoon,Family,Tired,Smartphone
415,m/pelican_brief,2023-09-11,0.71,Outdoor,Evening,Alone,Happy,Smartphone
1079,m/the_messengers,2023-02-10,0.96,Work,Night,Friends,Excited,Smart TV
3933,m/the_bachelors_2017,2023-03-16,0.99,Outdoor,Morning,Partner,Sad,Laptop
2161,m/the_debt_collector_2018,2023-01-03,0.7,Travel,Afternoon,Family,Tired,Smartphone
1965,m/match_2014,2023-06-22,0.67,Outdoor,Morning,Friends,Tired,Laptop
2508,m/paper,2023-08-24,0.7,Home,Night,Friends,Stressed,Smartphone
3446,m/polar_2019,2023-10-08,0.59,Travel,Afternoon,Family,Tired,Tablet
1839,m/matrix_revolutions,2023-02-08,0.7,Work,Morning,Friends,Happy,Smartphone
4966,m/every_time_i_die,2023-05-06,0.65,Outdoor,Afternoon,Partner,Relaxed,Smartphone
1579,m/1211619-remember_me,2023-05-31,0.7,Home,Morning,Alone,Sad,Smartphone
943,m/becoming_jane,2023-06-16,0.7,Outdoor,Evening,Alone,Happy,Smart TV
218,m/frances_ha,2023-05-11,0.65,Outdoor,Night,Friends,Happy,Smartphone
1997,m/frances_ha,2023-12-23,0.88,Travel,Night,Family,Happy,Smartphone
4328,m/28_days,2023-01-09,0.7,Home,Morning,Friends,Excited,Smartphone
2409,m/memoirs_of_a_geisha,2023-03-12,0.7,Travel,Night,Family,Tired,Laptop
2344,m/a_ghost_story,2023-01-08,0.7,Work,Evening,Friends,Happy,Smartphone
2004,m/hope_springs_eternal_2018,2023-08-10,0.7,Outdoor,Morning,Family,Excited,Laptop
4177,m/after_life_2010,2023-04-07,0.52,Outdoor,Morning,Friends,Tired,Smartphone
4893,m/no_strings_attached_2011,2023-04-20,0.7,Outdoor,Evening,Partner,Relaxed,Smart TV
3551,m/the_green_inferno,2023-02-19,0.87,Home,Evening,Alone,Happy,Smart TV
2978,m/american_beauty,2023-10-21,0.59,Home,Afternoon,Partner,Tired,Smartphone
2283,m/tigertail,2023-06-18,0.76,Home,Morning,Partner,Sad,Smartphone
1494,m/outlaw_josey_wales,2023-02-05,0.7,Work,Afternoon,Friends,Happy,Smartphone
4316,m/the_promise_2017,2023-03-15,0.7,Travel,Night,Friends,Excited,Laptop
37,m/the_meddler_2016,2023-07-15,0.66,Work,Afternoon,Partner,Happy,Smart TV
1458,m/kingdom_of_us,2023-10-15,0.79,Work,Night,Partner,Stressed,Laptop
3727,m/crimson_peak,2023-04-11,0.67,Home,Evening,Family,Relaxed,Smartphone
1381,m/ibiza,2023-07-08,0.61,Outdoor,Afternoon,Friends,Relaxed,Smartphone
3885,m/the_runner_1999,2023-09-12,0.56,Travel,Morning,Friends,Excited,Smartphone
60,m/golmaal-returns,2023-09-29,0.95,Work,Night,Alone,Happy,Smartphone
1888,m/once_upon_a_time_in_america,2023-04-01,0.93,Travel,Evening,Alone,Relaxed,Smartphone
723,m/next_three_days,2023-09-24,0.83,Travel,Evening,Family,Sad,Tablet
4419,m/the_happytime_murders_2017,2023-07-03,0.71,Work,Night,Family,Relaxed,Smartphone
4683,m/star_trek_11,2023-12-15,0.7,Home,Evening,Family,Happy,Laptop
2986,m/rainbow_time,2023-09-07,0.7,Home,Afternoon,Partner,Stressed,Tablet
1020,m/juanita_2019,2023-02-27,0.7,Travel,Morning,Family,Relaxed,Smartphone
3713,m/screwball,2023-09-11,0.7,Travel,Afternoon,Partner,Stressed,Tablet
1013,m/steve_jobs_2015,2023-09-14,0.7,Work,Morning,Alone,Happy,Smart TV
3500,m/panic_room,2023-11-06,0.7,Home,Morning,Partner,Happy,Smartphone
61,m/1103231-gift,2023-01-23,0.53,Work,Morning,Alone,Happy,Smartphone
1336,m/i_am_bolt,2023-08-09,0.7,Outdoor,Afternoon,Friends,Relaxed,Laptop
796,m/case_39,2023-01-18,0.72,Work,Evening,Alone,Excited,Laptop
3953,m/kill_ratio,2023-03-17,0.71,Home,Evening,Family,Excited,Smart TV
3729,m/mystic_pizza,2023-09-16,0.68,Home,Evening,Family,Sad,Smartphone
803,m/ghost_rider,2023-03-27,0.7,Home,Morning,Alone,Stressed,Smartphone
4616,m/candy_jar,2023-03-10,0.59,Work,Night,Family,Relaxed,Smartphone
1300,m/1213999-brothers,2023-07-09,0.87,Outdoor,Night,Alone,Happy,Smartphone
2516,m/1003060-breakout,2023-03-04,0.7,Home,Evening,Friends,Happy,Smartphone
153,m/spring_breakers_2013,2023-03-16,0.9,Travel,Evening,Friends,Relaxed,Laptop
827,m/nights_in_rodanthe,2023-06-23,0.7,Outdoor,Morning,Friends,Relaxed,Smartphone
1654,m/savage_dog,2023-12-01,0.7,Home,Night,Partner,Sad,Laptop
747,m/the_inbetweeners,2023-03-17,0.8,Work,Morning,Family,Tired,Smart TV
2407,m/the_best_of_enemies_2019,2023-05-02,0.61,Work,Morning,Partner,Excited,Smartphone
3468,m/savage_dog,2023-06-27,0.7,Outdoor,Evening,Alone,Sad,Smartphone
117,m/evan_almighty,2023-03-29,0.7,Travel,Night,Family,Relaxed,Laptop
1536,m/hell_fest,2023-09-26,0.53,Work,Afternoon,Friends,Tired,Smartphone
1783,m/one-on-one,2023-07-20,0.58,Home,Evening,Friends,Relaxed,Smartphone
887,m/1094041-last_night,2023-01-20,0.94,Work,Afternoon,Alone,Happy,Smartphone
1317,m/mfkz,2023-07-31,0.5,Travel,Afternoon,Friends,Tired,Smart TV
473,m/craft,2023-07-08,0.96,Work,Evening,Alone,Tired,Smartphone
2819,m/american_history_x,2023-07-19,0.84,Home,Evening,Friends,Sad,Tablet
560,m/the_breadwinner,2023-05-23,0.98,Home,Morning,Alone,Excited,Smartphone
1994,m/letters_to_juliet,2023-05-06,0.58,Travel,Evening,Family,Sad,Laptop
3146,m/milk,2023-06-04,0.67,Home,Evening,Partner,Stressed,Smartphone
1575,m/the_help,2023-04-25,0.7,Outdoor,Afternoon,Friends,Tired,Smartphone
1319,m/el_camino_christmas,2023-10-26,0.85,Travel,Night,Partner,Sad,Tablet
575,m/a_futile_and_stupid_gesture,2023-01-25,0.82,Travel,Evening,Friends,Tired,Smartphone
437,m/miracle,2023-05-16,0.91,Work,Night,Family,Excited,Smartphone
1730,m/v_for_vendetta,2023-09-18,0.8,Travel,Afternoon,Family,Sad,Smartphone
1296,m/killing_them_softly,2023-04-14,0.76,Work,Evening,Friends,Tired,Smartphone
2788,m/indiana_jones_and_the_last_crusade,2023-11-17,0.59,Home,Morning,Partner,Sad,Smart TV
1542,m/swiss_army_man,2023-06-23,0.56,Home,Morning,Friends,Tired,Smartphone
4672,m/unfinished_life,2023-03-07,0.83,Home,Night,Friends,Sad,Tablet
2886,m/ultras,2023-02-17,0.98,Home,Night,Partner,Happy,Smart TV
15,m/1099999-beowulf,2023-08-27,0.63,Outdoor,Night,Partner,Excited,Smart TV
152,m/skiptrace,2023-10-07,0.64,Work,Evening,Friends,Sad,Smartphone
1300,m/psycho,2023-02-24,0.7,Home,Afternoon,Partner,Happy,Smart TV
1247,m/ring,2023-01-13,0.7,Home,Evening,Partner,Stressed,Smart TV
294,m/the_vatican_tapes_2015,2023-12-18,0.94,Home,Night,Partner,Happy,Smartphone
1631,m/unaccompanied_minors,2023-08-26,0.67,Work,Evening,Alone,Sad,Smartphone
3109,m/trespass_against_us_2017,2023-01-28,0.64,Travel,Evening,Friends,Stressed,Smartphone
4507,m/stuart_little_2,2023-11-17,0.87,Outdoor,Morning,Friends,Sad,Smartphone
4791,m/cool_hand_luke,2023-04-20,0.7,Travel,Night,Alone,Sad,Smartphone
1223,m/school_of_rock,2023-02-20,0.55,Home,Afternoon,Friends,Stressed,Smartphone
241,m/invictus,2023-09-22,0.65,Home,Afternoon,Alone,Happy,Smart TV
2074,m/sprinter,2023-10-27,0.7,Home,Evening,Alone,Stressed,Smartphone
4184,m/the_24_hour_war,2023-10-13,0.6,Travel,Afternoon,Partner,Stressed,Laptop
2275,m/hardcore_henry,2023-05-28,0.7,Travel,Evening,Friends,Tired,Tablet
2381,m/delhi_belly_2011,2023-10-28,0.61,Work,Night,Friends,Excited,Laptop
4934,m/the_hollow,2023-10-29,0.71,Work,Morning,Alone,Tired,Smartphone
2797,m/action_replayy,2023-01-16,0.98,Outdoor,Morning,Partner,Sad,Smartphone
1012,m/little_nicky,2023-03-11,0.87,Work,Night,Partner,Tired,Smartphone
3521,m/employee_of_the_month,2023-11-27,0.7,Travel,Night,Alone,Stressed,Smart TV
305,m/1016239-phantom_of_the_opera,2023-10-02,0.95,Work,Morning,Partner,Happy,Smart TV
2840,m/american_history_x,2023-01-11,0.7,Work,Morning,Family,Tired,Smartphone
786,m/sin_city,2023-08-17,0.82,Outdoor,Afternoon,Friends,Excited,Tablet
4849,m/how_to_make_an_american_quilt,2023-10-07,0.76,Work,Afternoon,Alone,Sad,Smartphone
3967,m/dolphin_tale_2,2023-10-20,0.75,Home,Night,Family,Stressed,Smartphone
941,m/tell_me_who_i_am,2023-05-28,0.96,Outdoor,Evening,Partner,Tired,Smartphone
3426,m/den_of_thieves,2023-07-04,0.95,Work,Night,Partner,Tired,Smartphone
2158,m/voyeur_2017,2023-07-30,0.7,Home,Evening,Family,Excited,Smart TV
1282,m/dragonheart,2023-03-12,0.7,Travel,Morning,Friends,Tired,Smartphone
4099,m/city_of_ghosts,2023-10-27,1.0,Outdoor,Evening,Alone,Excited,Laptop
2781,m/the_founder,2023-10-13,0.51,Home,Morning,Family,Excited,Smart TV
1192,m/chef_2014,2023-02-23,0.85,Home,Evening,Family,Excited,Smartphone
3446,m/the_cell_2000,2023-03-22,0.63,Home,Morning,Partner,Tired,Smartphone
4664,m/searching_for_sugar_man,2023-03-29,0.7,Travel,Evening,Friends,Sad,Smartphone
3834,m/1125409-cabin_fever,2023-02-02,0.86,Outdoor,Afternoon,Alone,Tired,Smartphone
1001,m/gori_tere_pyaar_mein,2023-03-20,0.69,Outdoor,Evening,Alone,Sad,Smartphone
2681,m/babel,2023-09-27,0.7,Outdoor,Night,Alone,Happy,Smartphone
4422,m/the_space_between_us,2023-10-21,0.7,Travel,Morning,Alone,Relaxed,Smart TV
4916,m/sand_castle_2017,2023-04-08,0.73,Outdoor,Morning,Family,Sad,Smartphone
422,m/red_joan,2023-05-02,0.7,Outdoor,Afternoon,Friends,Excited,Smartphone
1947,m/cabin_fever_2016,2023-02-08,0.75,Work,Afternoon,Partner,Sad,Tablet
281,m/guzaarish_2010,2023-07-21,0.52,Travel,Evening,Family,Happy,Smart TV
66,m/the_hollow,2023-10-24,0.7,Travel,Night,Family,Stressed,Smartphone
1354,m/message_from_the_king,2023-05-18,0.65,Work,Afternoon,Partner,Sad,Smartphone
751,m/dog_eat_dog_2016,2023-05-03,0.7,Home,Afternoon,Family,Sad,Smartphone
4405,m/wild_wild_west,2023-05-14,0.9,Home,Evening,Friends,Tired,Tablet
176,m/strong_island,2023-10-20,0.7,Travel,Evening,Partner,Relaxed,Smartphone
813,m/the_sapphires_2012,2023-08-16,0.7,Home,Evening,Friends,Happy,Laptop
639,m/the_autopsy_of_jane_doe,2023-08-06,0.7,Outdoor,Afternoon,Friends,Happy,Smartphone
3094,m/10009151-box,2023-10-02,0.7,Home,Night,Family,Stressed,Smartphone
4799,m/moon,2023-07-02,0.79,Work,Afternoon,Partner,Tired,Smart TV
1476,m/arthur_2011,2023-04-24,0.63,Outdoor,Morning,Family,Happy,Tablet
3727,m/small_town_crime,2023-01-11,0.6,Travel,Morning,Family,Excited,Laptop
4311,m/poms,2023-10-15,0.93,Work,Evening,Alone,Excited,Laptop
3783,m/american_heist,2023-10-27,0.72,Travel,Night,Family,Relaxed,Smartphone
4262,m/left_behind_2014,2023-01-28,0.56,Work,Night,Partner,Happy,Tablet
3228,m/the_other_side_of_the_wind,2023-02-16,0.77,Home,Night,Alone,Excited,Smartphone
914,m/pursuit_of_happyness,2023-04-06,0.54,Travel,Afternoon,Partner,Relaxed,Laptop
1697,m/adore_2013,2023-07-15,0.95,Home,Afternoon,Alone,Sad,Smartphone
1065,m/mercy-2009,2023-04-28,0.58,Travel,Afternoon,Friends,Tired,Smartphone
4892,m/fear_and_loathing_in_las_vegas,2023-05-22,0.85,Outdoor,Afternoon,Friends,Relaxed,Smart TV
4418,m/clear_and_present_danger,2023-01-15,0.53,Travel,Night,Partner,Relaxed,Smart TV
4613,m/whole_nine_yards,2023-10-11,0.56,Home,Afternoon,Alone,Sad,Smartphone
527,m/erased_2013,2023-01-13,0.62,Travel,Morning,Family,Tired,Smartphone
2578,m/good_time,2023-01-06,0.7,Outdoor,Morning,Alone,Tired,Smartphone
330,m/transformer,2023-07-20,0.56,Outdoor,Night,Alone,Excited,Smartphone
2421,m/night_moves,2023-02-23,0.68,Travel,Night,Family,Excited,Smartphone
984,m/city_of_joy,2023-07-21,0.7,Travel,Evening,Partner,Relaxed,Laptop
3589,m/get_in,2023-02-01,0.66,Travel,Afternoon,Partner,Relaxed,Smart TV
3054,m/trumbo,2023-05-15,0.89,Outdoor,Night,Partner,Sad,Smart TV
4393,m/inglourious_basterds,2023-01-22,0.52,Home,Afternoon,Friends,Excited,Smartphone
1461,m/powder,2023-07-26,0.63,Travel,Night,Partner,Happy,Smartphone
3941,m/delirium_2018,2023-03-05,0.7,Travel,Afternoon,Family,Sad,Smartphone
4418,m/road_to_love_2001,2023-09-08,0.8,Home,Morning,Alone,Relaxed,Smartphone
4134,m/grass,2023-10-25,0.77,Travel,Afternoon,Alone,Excited,Smart TV
1458,m/survivor_2015,2023-12-10,0.89,Outdoor,Evening,Family,Tired,Tablet
4965,m/elizabeth_harvest,2023-07-23,0.6,Home,Night,Partner,Relaxed,Smartphone
4582,m/mary_magdalene_2019,2023-10-16,0.98,Travel,Afternoon,Family,Sad,Laptop
119,m/the_boy_2015,2023-08-20,0.65,Home,Morning,Alone,Tired,Smart TV
3930,m/after_2014,2023-10-23,0.7,Outdoor,Night,Partner,Excited,Smartphone
1098,m/where_the_money_is,2023-11-09,0.76,Outdoor,Afternoon,Alone,Happy,Smartphone
4034,m/triple_frontier,2023-06-14,0.71,Outdoor,Morning,Partner,Sad,Smartphone
1857,m/young_adult,2023-07-09,0.67,Home,Afternoon,Family,Relaxed,Tablet
3552,m/the_conjuring,2023-11-17,0.73,Work,Evening,Family,Happy,Smartphone
2509,m/win_it_all,2023-07-15,0.98,Travel,Night,Family,Happy,Smartphone
205,m/the_amityville_horror,2023-03-22,0.85,Work,Night,Friends,Excited,Smartphone
386,m/10006856-requiem,2023-12-26,0.72,Home,Morning,Alone,Happy,Smartphone
520,m/the_sunshine_makers_2017,2023-07-23,0.8,Work,Afternoon,Family,Sad,Tablet
2201,m/1003722-casino_royale,2023-12-23,0.8,Outdoor,Evening,Friends,Sad,Smartphone
3655,m/indiana_jones_and_the_last_crusade,2023-10-30,0.88,Work,Morning,Alone,Sad,Smartphone
4553,m/1166376-woods,2023-11-14,0.93,Home,Morning,Partner,Relaxed,Smartphone
2934,m/reincarnated,2023-08-27,0.78,Home,Morning,Alone,Stressed,Smartphone
3574,m/frances_ha,2023-05-12,0.7,Home,Night,Friends,Stressed,Tablet
3357,m/chappaquiddick,2023-12-13,0.7,Outdoor,Morning,Alone,Excited,Smartphone
86,m/the_white_helmets,2023-06-11,0.97,Home,Afternoon,Alone,Happy,Smartphone
3361,m/about_time,2023-01-17,0.7,Work,Evening,Partner,Stressed,Laptop
4246,m/1003957-chase,2023-11-14,0.7,Travel,Morning,Alone,Happy,Laptop
2544,m/1070992-primal_fear,2023-03-24,0.87,Outdoor,Night,Alone,Tired,Smart TV
3903,m/dallas_buyers_club_2013,2023-07-27,0.96,Work,Night,Friends,Stressed,Smartphone
3362,m/original_kings_of_comedy,2023-10-12,0.76,Work,Morning,Family,Tired,Smartphone
492,m/the_visit_2015,2023-11-14,0.64,Work,Night,Friends,Relaxed,Smartphone
2290,m/sisters_1973,2023-11-03,0.91,Home,Night,Friends,Stressed,Smartphone
2166,m/blackway,2023-10-08,0.7,Home,Night,Family,Sad,Smartphone
125,m/1082855-twilight,2023-12-04,0.71,Travel,Afternoon,Partner,Happy,Smart TV
1060,m/1189344-lovely_bones,2023-11-02,0.73,Travel,Evening,Partner,Sad,Smartphone
830,m/death_at_a_funeral,2023-11-27,0.7,Home,Morning,Partner,Stressed,Tablet
814,m/evelyn,2023-09-05,0.59,Outdoor,Morning,Family,Tired,Smart TV
3942,m/accepted,2023-11-03,0.75,Travel,Afternoon,Family,Stressed,Smartphone
4215,m/terrifier,2023-09-19,0.84,Travel,Afternoon,Partner,Happy,Smartphone
2855,m/air_strike_2018,2023-06-15,0.7,Outdoor,Morning,Family,Excited,Smartphone
1160,m/wine_country,2023-10-26,0.95,Work,Evening,Partner,Sad,Laptop
17,m/get_santa,2023-10-08,0.5,Home,Afternoon,Partner,Happy,Smartphone
2102,m/1001115-apartment,2023-03-05,0.65,Outdoor,Afternoon,Alone,Stressed,Smart TV
655,m/bombshell_2019,2023-03-24,0.7,Home,Evening,Friends,Tired,Smartphone
4462,m/evan_almighty,2023-05-18,0.93,Work,Morning,Family,Sad,Laptop
4781,m/city_of_ghosts,2023-03-02,0.55,Home,Evening,Friends,Happy,Smartphone
2221,m/peepli-live,2023-03-18,0.6,Outdoor,Evening,Friends,Happy,Smart TV
2551,m/white-nights,2023-06-08,0.7,Outdoor,Morning,Friends,Sad,Smartphone
330,m/the_railway_man,2023-12-05,0.66,Work,Morning,Alone,Stressed,Smartphone
2227,m/berlin_syndrome,2023-08-03,0.7,Home,Evening,Alone,Relaxed,Smartphone
2823,m/bad_education_2019,2023-12-08,0.7,Home,Evening,Partner,Stressed,Smartphone
1543,m/into_the_inferno,2023-06-23,0.96,Work,Night,Partner,Excited,Laptop
429,m/eliza_graves,2023-12-26,0.9,Work,Morning,Alone,Happy,Smartphone
3843,m/hope_springs_eternal_2018,2023-03-01,0.7,Travel,Morning,Partner,Sad,Smart TV
447,m/cut_bank,2023-11-30,0.7,Work,Evening,Friends,Relaxed,Smartphone
1075,m/walking_out,2023-01-22,0.89,Travel,Evening,Friends,Happy,Smartphone
3474,m/penelope2008,2023-08-12,0.99,Travel,Night,Alone,Sad,Smartphone
2113,m/10011774-chloe,2023-05-16,0.83,Work,Morning,Family,Happy,Smartphone
3337,m/tread,2023-12-18,0.99,Work,Evening,Family,Stressed,Smart TV
1720,m/the_one,2023-05-30,0.95,Home,Morning,Friends,Tired,Laptop
4186,m/like_crazy,2023-05-03,0.79,Home,Evening,Friends,Happy,Smartphone
1673,m/death_note_2017,2023-10-23,0.8,Outdoor,Afternoon,Partner,Relaxed,Smartphone
4816,m/the_invitation,2023-02-13,0.74,Work,Night,Alone,Excited,Smartphone
2835,m/wildlife_2018,2023-05-29,0.7,Outdoor,Evening,Partner,Stressed,Smartphone
1290,m/the_florida_project,2023-10-10,0.56,Travel,Night,Partner,Tired,Smartphone
643,m/1052698-wyatt_earp,2023-03-23,0.65,Home,Morning,Family,Relaxed,Smartphone
2889,m/one_last_thing,2023-03-16,0.7,Outdoor,Afternoon,Alone,Relaxed,Smart TV
4289,m/1052698-wyatt_earp,2023-12-04,0.71,Work,Morning,Partner,Sad,Smartphone
1817,m/the_ottoman_lieutenant,2023-09-26,0.58,Home,Morning,Partner,Excited,Smartphone
2879,m/defiance_2008,2023-07-14,0.7,Outdoor,Morning,Friends,Sad,Smart TV
215,m/domino_2019,2023-02-09,0.7,Travel,Afternoon,Partner,Tired,Smartphone
3570,m/ghosts_of_sugar_land,2023-08-13,0.69,Work,Night,Friends,Stressed,Laptop
961,m/life_2014,2023-05-31,0.54,Work,Evening,Family,Sad,Smartphone
723,m/open_season,2023-08-12,0.94,Outdoor,Morning,Family,Happy,Tablet
1991,m/boogie_nights,2023-08-27,0.81,Travel,Morning,Partner,Relaxed,Smartphone
2807,m/feel_the_beat,2023-01-13,0.62,Travel,Evening,Family,Tired,Smart TV
4010,m/letters_to_juliet,2023-01-30,0.7,Travel,Afternoon,Family,Happy,Smart TV
2496,m/grown_ups,2023-10-12,0.7,Home,Afternoon,Alone,Tired,Smartphone
3572,m/we_are_your_friends_2015,2023-12-13,0.91,Travel,Evening,Friends,Relaxed,Smartphone
896,m/frozen_river,2023-08-18,0.56,Home,Afternoon,Alone,Happy,Tablet
4313,m/ghost_stories_2020,2023-03-18,0.7,Work,Morning,Family,Tired,Smartphone
908,m/entanglement_2018,2023-07-16,0.83,Travel,Night,Partner,Tired,Laptop
1550,m/rust_creek,2023-01-01,0.7,Travel,Evening,Alone,Stressed,Smartphone
1431,m/true_grit_2010,2023-03-13,0.65,Home,Morning,Friends,Excited,Smartphone
4976,m/sword_of_trust,2023-02-06,0.7,Work,Night,Partner,Excited,Smartphone
2738,m/the_deep_2013,2023-01-20,0.7,Outdoor,Afternoon,Friends,Tired,Laptop
4333,m/quigley_down_under,2023-11-15,0.64,Outdoor,Morning,Partner,Happy,Smartphone
2205,m/the_devil_we_know,2023-09-30,0.6,Outdoor,Morning,Family,Excited,Smartphone
1919,m/limitless,2023-03-02,0.96,Travel,Evening,Alone,Sad,Smart TV
1997,m/goldie,2023-09-18,0.7,Home,Night,Alone,Stressed,Smart TV
3607,m/striptease,2023-11-09,0.5,Work,Evening,Friends,Sad,Tablet
1366,m/the_hateful_eight,2023-11-02,0.7,Work,Morning,Alone,Excited,Smartphone
3007,m/1108206-evolution,2023-06-16,0.58,Outdoor,Night,Partner,Relaxed,Smartphone
4121,m/mercury_13,2023-12-24,0.55,Home,Morning,Family,Tired,Laptop
3619,m/talaash,2023-01-04,0.75,Home,Evening,Family,Tired,Smartphone
1561,m/quartet_2012,2023-12-20,0.86,Outdoor,Night,Friends,Sad,Smartphone
25,m/before_the_flood_2016,2023-02-25,0.89,Outdoor,Evening,Family,Excited,Smartphone
1648,m/get_smart,2023-05-20,0.94,Home,Afternoon,Partner,Tired,Smartphone
577,m/framing_john_delorean,2023-11-01,0.82,Travel,Evening,Friends,Excited,Smartphone
4883,m/spotlight_2015,2023-12-21,0.51,Home,Morning,Friends,Stressed,Smartphone
759,m/1045328-gypsy,2023-08-11,0.97,Home,Afternoon,Family,Sad,Smartphone
811,m/10009192-21,2023-08-03,0.7,Travel,Night,Friends,Tired,Smart TV
4662,m/the_sapphires_2012,2023-10-21,0.91,Work,Night,Alone,Sad,Smart TV
2810,m/the_great_hack,2023-07-30,0.7,Outdoor,Afternoon,Alone,Tired,Smartphone
1972,m/el_camino_christmas,2023-02-20,0.6,Home,Afternoon,Family,Happy,Smartphone
2357,m/to_the_bone,2023-05-11,0.94,Home,Morning,Alone,Sad,Smartphone
203,m/wheelman,2023-10-22,0.7,Work,Morning,Partner,Excited,Smartphone
882,m/una_2017,2023-09-06,0.7,Home,Night,Family,Excited,Smartphone
1056,m/never_back_down,2023-05-25,0.52,Travel,Evening,Partner,Tired,Smartphone
4176,m/1193743-step_brothers,2023-01-01,0.51,Outdoor,Evening,Friends,Stressed,Laptop
1491,m/mercy-2009,2023-08-12,0.79,Home,Night,Alone,Happy,Tablet
3228,m/phantom_of_the_opera,2023-12-06,0.54,Home,Afternoon,Family,Relaxed,Smart TV
4905,m/earth_to_echo,2023-03-03,0.7,Work,Evening,Family,Tired,Laptop
